#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T00:42:31 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T00:42:31	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/843/16/table2&-out=PGC1,Nm,logK,Dist,sigmaV,R2t,Rg,logMK,logMd&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18430016
#Name: J/ApJ/843/16
#Title: Galaxy groups within 3500km/s (Kourkchi+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/843/16	    IVOID of underlying data collection
#INFO	creator=Kourkchi E.	    First author or institution
#INFO	cites=bibcode:2017ApJ...843...16K	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/843/16	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18430016	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-05-14	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_843_16_table2:
#Name: J/ApJ/843/16/table2
#Title: Catalog of galaxy groups
#Column	PGC1	(I7)	[35/9002824] Group Principal Galaxies Catalog ID (1)	[ucd=meta.id]
#Column	Nm	(I3)	[1/714] Number of galaxies in the group	[ucd=meta.number]
#Column	logK	(F5.2)	[1.7/13]? log Ks band absolute luminosity of group	[ucd=phys.luminosity;em.IR]
#Column	Dist	(F5.2)	[0.01/94.2]? Distance of group (G2)	[ucd=pos.distance;pos.heliocentric]
#Column	sigmaV	(I3)	[0/800] Group line-of-sight velocity dispersion (6)	[ucd=phys.veloc.dispersion]
#Column	R2t	(F6.3)	[0.003/1.7] Second turnaround radius of group from luminosity (7)	[ucd=phys.size.radius;pos.lg]
#Column	Rg	(F6.3)	[0.001/8.3]? Projected virial radius of group (8)	[ucd=phys.size.radius]
#Column	logMK	(F6.3)	[6.5/15] log of group mass from luminosity (9)	[ucd=phys.mass]
#Column	logMd	(F6.3)	[2.5/15]? log of group dynamic mass (10)	[ucd=phys.mass]
PGC1	Nm	logK	Dist	sigmaV	R2t	Rg	logMK	logMd
  26404	  1	10.10	20.61	  0	 0.173	      	11.714	
  60311	  1	 9.96	     	  0	 0.159	      	11.603	
  16267	  1	 9.96	     	  0	 0.159	      	11.603	
  30684	  1	 9.65	36.98	  0	 0.134	      	11.386	
  50317	  1	 9.54	20.61	  0	 0.127	      	11.316	
  25448	  1	 9.96	     	  0	 0.158	      	11.603	
  64866	  3	 9.95	     	  1	 0.158	 0.004	11.602	 6.225
  69031	  1	 9.95	     	  0	 0.158	      	11.601	
  69309	  1	 9.74	     	  0	 0.141	      	11.447	
  69499	  1	 9.13	     	  0	 0.106	      	11.072	
  69650	  1	10.02	26.55	  0	 0.165	      	11.651	
  61048	  1	 9.85	     	  0	 0.149	      	11.521	
  28296	  5	 9.69	22.94	 50	 0.137	 0.038	11.413	10.940
  60733	  1	 8.64	     	  0	 0.087	      	10.823	
   4661	  1	 9.95	     	  0	 0.158	      	11.599	
  19975	  1	 9.99	43.45	  0	 0.162	      	11.627	
  22941	  1	 9.74	54.20	  0	 0.140	      	11.444	
  30420	  1	 9.95	     	  0	 0.158	      	11.595	
 145875	  1	 9.94	     	  0	 0.157	      	11.594	
4074792	  2	 9.65	     	  3	 0.134	 0.001	11.387	 6.801
  87242	  1	 8.42	     	  0	 0.080	      	10.715	
4016285	  1	 8.37	     	  0	 0.079	      	10.691	
4006462	  1	 8.36	     	  0	 0.078	      	10.686	
  50895	  1	 9.61	21.09	  0	 0.132	      	11.360	
  65960	  1	 9.97	19.86	  0	 0.160	      	11.612	
 576609	  1	 9.94	     	  0	 0.157	      	11.593	
  61802	  1	 9.94	     	  0	 0.157	      	11.593	
  10080	  1	 9.94	     	  0	 0.157	      	11.592	
  48917	  3	 9.85	     	 38	 0.149	 0.025	11.524	10.519
  48690	  1	 9.74	42.27	  0	 0.140	      	11.446	
  26287	  1	 9.61	56.49	  0	 0.132	      	11.362	
  48465	  2	 8.53	     	  8	 0.084	 0.013	10.768	 8.931
  21542	  2	 9.81	     	 39	 0.146	 0.172	11.494	11.386
3723606	  1	 8.79	     	  0	 0.092	      	10.899	
  26856	  1	 9.95	43.25	  0	 0.158	      	11.602	
   5998	  1	 9.94	     	  0	 0.157	      	11.592	
  55388	  2	10.12	30.62	 44	 0.175	 0.061	11.732	11.025
 100050	  1	 9.94	     	  0	 0.157	      	11.590	
  41222	  1	 9.94	     	  0	 0.157	      	11.589	
  69489	  2	 9.67	     	 38	 0.136	 0.158	11.400	11.314
  42520	  2	 9.64	49.66	  1	 0.134	 0.160	11.382	 8.279
  69224	  1	 8.94	     	  0	 0.098	      	10.975	
1028063	  1	 8.28	     	  0	 0.076	      	10.647	
   5990	  1	 9.94	     	  0	 0.157	      	11.589	
  47988	  1	 9.94	     	  0	 0.157	      	11.588	
3842249	  2	 9.93	     	 15	 0.156	 0.002	11.585	 8.695
  72983	  1	10.10	29.11	  0	 0.173	      	11.718	
  36725	  1	 9.60	     	  0	 0.131	      	11.350	
3081895	  1	 9.36	     	  0	 0.117	      	11.204	
3091794	  1	 9.93	     	  0	 0.156	      	11.583	
  75619	  1	 9.93	     	  0	 0.156	      	11.583	
   5363	  1	 9.93	     	  0	 0.156	      	11.581	
4076691	  1	 9.68	     	  0	 0.136	      	11.401	
  20253	  1	 9.42	     	  0	 0.120	      	11.241	
  24236	  1	 9.21	     	  0	 0.109	      	11.114	
  20352	  1	 9.17	     	  0	 0.107	      	11.093	
  52030	  1	 9.13	     	  0	 0.106	      	11.072	
 140339	  1	 9.02	     	  0	 0.101	      	11.017	
  52276	  1	 8.91	     	  0	 0.097	      	10.962	
  20208	  1	 8.84	     	  0	 0.094	      	10.923	
4016206	  1	 8.66	     	  0	 0.088	      	10.835	
  17968	  1	 9.93	     	  0	 0.156	      	11.581	
  64422	  1	 9.73	47.42	  0	 0.140	      	11.439	
 170063	  1	 9.93	     	  0	 0.156	      	11.582	
 202504	  1	 9.93	     	  0	 0.156	      	11.580	
2800400	  1	 9.93	     	  0	 0.156	      	11.579	
  61435	  1	 9.92	     	  0	 0.156	      	11.579	
  22886	  1	 9.92	     	  0	 0.156	      	11.579	
  31600	  1	 9.79	26.79	  0	 0.145	      	11.484	
  34719	  1	 9.48	32.36	  0	 0.123	      	11.276	
  36542	  1	 9.92	     	  0	 0.155	      	11.577	
  51245	  3	 9.74	19.29	  1	 0.140	 0.045	11.444	 7.250
  27166	  1	 9.77	     	  0	 0.143	      	11.468	
  82419	  1	 8.83	     	  0	 0.094	      	10.921	
  35644	  1	 9.85	     	  0	 0.149	      	11.525	
   3980	  1	 9.73	21.78	  0	 0.140	      	11.441	
  35913	  2	 9.56	32.06	  9	 0.128	 0.042	11.326	 9.500
4011110	  1	 8.23	     	  0	 0.075	      	10.619	
  63566	  1	 9.92	     	  0	 0.155	      	11.574	
  15950	  1	10.03	38.90	  0	 0.166	      	11.660	
  64742	  1	 9.92	     	  0	 0.155	      	11.573	
 204357	  1	 9.92	     	  0	 0.155	      	11.573	
  72933	  1	 9.75	     	  0	 0.141	      	11.455	
 133643	  2	 8.89	     	 11	 0.096	 0.149	10.952	10.212
  70813	  1	 9.92	     	  0	 0.155	      	11.573	
  24890	  2	 9.91	     	  0	 0.155	 0.009	11.572	 6.140
2807186	  1	 9.91	     	  0	 0.155	      	11.571	
  33898	  1	 9.91	     	  0	 0.155	      	11.571	
  21850	  1	 9.91	     	  0	 0.155	      	11.571	
  37625	  1	 9.91	     	  0	 0.154	      	11.569	
 135684	  1	 9.91	     	  0	 0.154	      	11.569	
  16217	  1	 9.91	     	  0	 0.154	      	11.569	
  41733	  1	 9.32	67.92	  0	 0.115	      	11.182	
  23262	  2	 9.31	     	 10	 0.114	 0.117	11.173	10.053
  23231	  2	 9.22	     	 16	 0.110	 0.010	11.124	 9.346
4074941	  1	 8.38	     	  0	 0.079	      	10.695	
4084511	  1	 8.18	     	  0	 0.073	      	10.597	
  26014	  2	 9.61	     	  0	 0.131	 0.125	11.358	 7.501
  70096	  1	 9.60	     	  0	 0.131	      	11.354	
2037825	  1	 9.27	     	  0	 0.112	      	11.152	
  70089	  1	 8.72	     	  0	 0.090	      	10.866	
  69923	  1	 8.31	     	  0	 0.077	      	10.660	
 199768	  1	 7.79	     	  0	 0.063	      	10.398	
  25496	  1	10.09	31.48	  0	 0.172	      	11.708	
  66055	  1	 9.90	     	  0	 0.154	      	11.565	
  44370	  1	 9.75	     	  0	 0.141	      	11.450	
  26304	  1	 9.69	34.83	  0	 0.137	      	11.412	
4107275	  1	 8.26	     	  0	 0.075	      	10.635	
1876816	  1	 8.21	     	  0	 0.074	      	10.611	
  36836	  1	 9.47	54.95	  0	 0.123	      	11.270	
  18388	  2	 9.90	     	 43	 0.153	 0.087	11.560	11.167
  26428	  1	 9.90	     	  0	 0.153	      	11.560	
1075005	  1	 9.90	     	  0	 0.153	      	11.560	
   2274	  1	 9.90	     	  0	 0.153	      	11.559	
  15175	  1	 9.90	     	  0	 0.153	      	11.559	
  29140	  1	 9.90	     	  0	 0.153	      	11.558	
  55964	  1	 9.89	     	  0	 0.153	      	11.555	
  30858	  1	 9.89	     	  0	 0.153	      	11.555	
  12439	  1	 9.81	40.74	  0	 0.146	      	11.494	
  55867	  1	 9.62	36.48	  0	 0.132	      	11.364	
  29466	  2	 9.51	53.95	 19	 0.125	 0.146	11.297	10.679
  89976	  1	 9.89	     	  0	 0.152	      	11.551	
  40939	  1	 9.89	     	  0	 0.152	      	11.551	
  51511	  2	 9.87	45.50	 49	 0.151	 0.036	11.540	10.888
  25273	  2	 9.47	41.30	 34	 0.123	 0.107	11.272	11.061
  69293	  1	 9.88	     	  0	 0.152	      	11.549	
  68478	  1	 9.78	41.30	  0	 0.143	      	11.471	
  21375	  1	 9.76	10.33	  0	 0.142	      	11.461	
  26096	  1	 9.88	     	  0	 0.152	      	11.548	
  14500	  1	 9.88	     	  0	 0.152	      	11.548	
5064961	  2	 9.60	     	  2	 0.131	 0.002	11.350	 6.937
4525089	  1	 8.67	     	  0	 0.088	      	10.841	
5064868	  1	 8.54	     	  0	 0.084	      	10.775	
  45001	  1	 9.88	     	  0	 0.152	      	11.547	
  23998	  4	 9.80	     	 22	 0.145	 0.068	11.486	10.479
3448849	  1	 8.31	     	  0	 0.077	      	10.662	
4078339	  1	 9.88	     	  0	 0.152	      	11.547	
  34260	  1	 9.66	33.88	  0	 0.135	      	11.391	
  52809	  1	10.26	17.62	  0	 0.192	      	11.856	
  44744	  1	 9.88	     	  0	 0.151	      	11.543	
  12073	  1	 9.87	     	  0	 0.151	      	11.542	
   8707	  1	 9.87	     	  0	 0.151	      	11.542	
 139241	  1	 9.87	     	  0	 0.151	      	11.542	
9002677	  2	 9.84	37.15	  8	 0.149	 0.046	11.520	 9.435
  37236	  1	 9.74	50.82	  0	 0.140	      	11.446	
 896975	  1	 9.54	     	  0	 0.127	      	11.312	
 895717	  1	 9.27	     	  0	 0.112	      	11.152	
  66078	  1	 9.87	     	  0	 0.151	      	11.539	
  19789	  1	 9.57	20.04	  0	 0.129	      	11.334	
  20116	  2	 9.27	     	  3	 0.112	 0.043	11.149	 8.433
   2646	  1	 9.87	     	  0	 0.151	      	11.538	
  68718	  2	 9.87	     	 14	 0.151	 0.022	11.538	 9.563
  72237	  2	 9.75	13.91	  0	 0.141	 0.181	11.455	 7.140
  72494	  1	 8.36	     	  0	 0.078	      	10.685	
  68661	  1	 9.87	     	  0	 0.151	      	11.538	
  69376	  1	 9.59	43.45	  0	 0.130	      	11.344	
  50587	  2	 9.56	28.84	 34	 0.128	 0.254	11.328	11.420
  58418	  1	 9.37	66.07	  0	 0.117	      	11.210	
  33642	  1	 9.35	34.36	  0	 0.116	      	11.196	
  24038	  2	 9.87	     	 30	 0.151	 0.134	11.535	11.049
  61468	  1	 9.86	     	  0	 0.150	      	11.535	
  20027	  1	10.18	31.62	  0	 0.182	      	11.784	
  69126	  1	 9.96	26.55	  0	 0.158	      	11.602	
  31037	  1	 9.28	20.32	  0	 0.113	      	11.158	
  12390	  1	 9.24	23.23	  0	 0.111	      	11.137	
  30832	  1	 8.57	20.80	  0	 0.085	      	10.788	
  61385	  4	 9.86	     	 87	 0.150	 0.063	11.533	11.635
  42431	  1	 9.86	     	  0	 0.150	      	11.533	
  49350	  1	 9.11	     	  0	 0.105	      	11.064	
3138016	  1	 8.61	     	  0	 0.086	      	10.808	
2614355	  1	 8.53	     	  0	 0.084	      	10.770	
3385320	  1	 8.48	     	  0	 0.082	      	10.744	
3137923	  1	 8.32	     	  0	 0.077	      	10.667	
  46126	  1	 9.93	13.80	  0	 0.156	      	11.585	
  69339	  1	 9.50	     	  0	 0.124	      	11.288	
  69438	  1	 9.30	     	  0	 0.113	      	11.167	
  64432	  1	 9.86	     	  0	 0.150	      	11.530	
  11609	  1	 9.36	     	  0	 0.117	      	11.204	
  11397	  1	 9.22	     	  0	 0.109	      	11.121	
5064857	  1	 8.34	     	  0	 0.078	      	10.676	
  63552	  1	 9.86	14.86	  0	 0.150	      	11.530	
  60498	  1	 9.86	     	  0	 0.150	      	11.529	
 962326	  1	 9.86	     	  0	 0.150	      	11.529	
 227904	  1	 9.86	     	  0	 0.150	      	11.529	
  43240	  1	 9.85	     	  0	 0.150	      	11.528	
  26713	  2	 9.14	     	  0	 0.106	      	11.079	 5.053
  25797	  1	 8.96	     	  0	 0.099	      	10.984	
  26819	  1	 8.52	     	  0	 0.083	      	10.763	
  27438	  1	 8.08	     	  0	 0.071	      	10.548	
 686082	  1	 7.87	     	  0	 0.065	      	10.442	
  53779	  1	10.11	17.78	  0	 0.174	      	11.726	
   4835	  1	 9.85	     	  0	 0.149	      	11.525	
   5354	  1	 9.85	     	  0	 0.149	      	11.524	
  30474	  1	 9.39	     	  0	 0.118	      	11.217	
  31621	  1	 9.20	36.14	  0	 0.109	      	11.114	
  20214	  1	 9.87	27.54	  0	 0.151	      	11.537	
 170170	  1	 9.85	     	  0	 0.149	      	11.524	
  14762	  1	 9.85	     	  0	 0.149	      	11.522	
  44358	  1	 9.67	21.48	  0	 0.136	      	11.401	
5065933	  1	 9.49	     	  0	 0.124	      	11.283	
3080646	  1	 9.27	     	  0	 0.112	      	11.149	
  91091	  1	 9.15	94.19	  0	 0.106	      	11.083	
  32542	  1	 9.12	     	  0	 0.105	      	11.068	
  31414	  1	 8.97	     	  0	 0.099	      	10.992	
  32962	  1	 8.73	     	  0	 0.090	      	10.869	
  33425	  1	 8.26	     	  0	 0.075	      	10.635	
  55605	  2	 9.69	     	  3	 0.137	 0.117	11.413	 8.963
  16675	  1	 9.44	     	  0	 0.121	      	11.253	
  16735	  1	 9.33	     	  0	 0.115	      	11.185	
4469356	  1	 8.71	     	  0	 0.090	      	10.861	
  52341	  1	 9.18	     	  0	 0.108	      	11.100	
  52364	  1	 9.00	     	  0	 0.100	      	11.009	
2441100	  1	 8.48	     	  0	 0.082	      	10.747	
4005032	  1	 8.34	     	  0	 0.078	      	10.673	
  20663	  1	 9.84	     	  0	 0.148	      	11.517	
   5764	  1	 9.69	24.55	  0	 0.137	      	11.408	
2802336	  1	 9.41	     	  0	 0.119	      	11.230	
  20171	  1	 8.86	     	  0	 0.095	      	10.938	
2807063	  1	 8.71	     	  0	 0.090	      	10.859	
   3219	  1	 9.84	     	  0	 0.148	      	11.517	
 184770	  1	 9.84	     	  0	 0.148	      	11.516	
   6581	  1	 9.84	     	  0	 0.148	      	11.515	
  29126	  1	 9.74	     	  0	 0.140	      	11.446	
  32643	  2	 9.38	13.87	  0	 0.117	 0.271	11.212	 6.711
3998742	  1	 8.38	     	  0	 0.079	      	10.695	
   9526	  1	 9.84	     	  0	 0.148	      	11.515	
  36060	  1	 9.67	53.21	  0	 0.135	      	11.396	
  45844	  1	 9.53	     	  0	 0.126	      	11.307	
  30630	  2	 9.35	28.97	  5	 0.116	 0.248	11.199	 9.827
  45779	  1	 9.17	     	  0	 0.107	      	11.093	
 132188	  1	 9.84	     	  0	 0.148	      	11.513	
  21112	  1	 9.84	     	  0	 0.148	      	11.513	
  67282	  1	 9.83	     	  0	 0.148	      	11.513	
  50479	  1	 9.70	     	  0	 0.137	      	11.417	
  46535	  2	 9.69	19.23	 36	 0.137	 0.177	11.410	11.330
  32351	  2	 9.66	     	 18	 0.135	 0.060	11.391	10.248
  32664	  2	 8.80	     	 20	 0.093	 0.024	10.905	 9.945
2801014	  1	 8.20	     	  0	 0.074	      	10.605	
1100661	  1	 7.79	     	  0	 0.063	      	10.400	
  58551	  1	 9.83	     	  0	 0.148	      	11.511	
  30591	  1	 9.50	35.48	  0	 0.125	      	11.290	
  22873	  1	 9.26	70.15	  0	 0.112	      	11.146	
   7841	  1	 9.83	     	  0	 0.148	      	11.511	
  14343	  1	 9.83	     	  0	 0.147	      	11.509	
  11453	  1	10.07	33.11	  0	 0.169	      	11.688	
  20395	  1	 9.83	     	  0	 0.147	      	11.508	
  64521	  1	 9.83	     	  0	 0.147	      	11.508	
1223466	  1	 9.71	     	  0	 0.139	      	11.428	
  16911	  1	 9.45	23.88	  0	 0.122	      	11.260	
4003743	  1	 8.45	     	  0	 0.081	      	10.732	
  50246	  2	 9.98	17.95	 40	 0.161	 0.001	11.620	 9.262
  34171	  1	 9.83	     	  0	 0.147	      	11.507	
  29166	  2	 9.15	18.28	 36	 0.106	 0.133	11.083	11.210
  57544	  1	10.20	26.55	  0	 0.185	      	11.803	
  53861	  1	 9.95	30.76	  0	 0.158	      	11.602	
  20294	  1	 9.82	     	  0	 0.147	      	11.507	
   9272	  1	 9.72	32.06	  0	 0.139	      	11.431	
3997532	  2	 9.49	34.67	 48	 0.124	 0.005	11.286	10.009
3997615	  1	 8.38	     	  0	 0.079	      	10.696	
  70806	  1	 9.82	     	  0	 0.147	      	11.504	
  71216	  1	 9.82	     	  0	 0.147	      	11.502	
  64060	  1	 9.82	30.48	  0	 0.146	      	11.500	
  42950	  1	 9.76	47.64	  0	 0.142	      	11.458	
  64860	  1	 9.46	     	  0	 0.122	      	11.262	
  64786	  1	 9.24	     	  0	 0.110	      	11.130	
  34967	  2	 9.82	     	 14	 0.147	 0.078	11.501	10.143
  61032	  1	 9.82	     	  0	 0.147	      	11.501	
   9403	  1	 9.82	     	  0	 0.147	      	11.501	
  45594	  3	 9.82	     	 58	 0.146	 0.091	11.500	11.446
  55799	  1	 9.82	     	  0	 0.146	      	11.500	
 166021	  1	 9.82	     	  0	 0.146	      	11.500	
  16752	  1	 9.82	     	  0	 0.146	      	11.500	
  33108	  1	 9.82	     	  0	 0.146	      	11.500	
4614903	  1	 9.81	     	  0	 0.146	      	11.498	
  93585	  1	 9.81	     	  0	 0.146	      	11.498	
  48819	  1	 9.81	     	  0	 0.146	      	11.497	
  70840	  1	 9.81	     	  0	 0.146	      	11.496	
  55853	  1	 9.64	19.14	  0	 0.133	      	11.377	
  27248	  1	 9.55	33.11	  0	 0.127	      	11.316	
  73161	  3	 9.81	     	  9	 0.146	 0.148	11.496	10.068
  50044	  1	 9.81	     	  0	 0.146	      	11.496	
  32134	  1	 9.81	     	  0	 0.146	      	11.494	
  22414	  1	 9.71	     	  0	 0.138	      	11.427	
  64568	  1	 9.54	     	  0	 0.127	      	11.314	
 691232	  1	 9.05	     	  0	 0.102	      	11.029	
1306467	  1	 8.32	     	  0	 0.077	      	10.663	
  49939	  1	 9.81	     	  0	 0.146	      	11.496	
  59635	  1	 9.46	26.18	  0	 0.122	      	11.267	
  29264	  1	 9.81	     	  0	 0.146	      	11.494	
  33225	  1	 9.54	20.14	  0	 0.127	      	11.312	
   6595	  4	 9.80	 7.48	 42	 0.145	 0.083	11.490	11.124
  12664	  1	 9.80	     	  0	 0.145	      	11.490	
  25795	  1	 9.80	     	  0	 0.145	      	11.490	
  30206	  1	 9.68	     	  0	 0.136	      	11.407	
  29851	  1	 8.45	     	  0	 0.081	      	10.732	
 138451	  1	 7.49	     	  0	 0.056	      	10.250	
  19360	  1	 9.91	29.24	  0	 0.154	      	11.565	
  52461	  1	 9.80	     	  0	 0.145	      	11.490	
   7825	  1	 9.80	     	  0	 0.145	      	11.489	
  53267	  2	 9.80	     	 12	 0.145	 0.001	11.487	 8.121
  71580	  1	 9.80	     	  0	 0.145	      	11.487	
3094350	  1	 9.80	     	  0	 0.145	      	11.487	
  72178	  1	 9.55	     	  0	 0.128	      	11.320	
  72941	  1	 8.98	     	  0	 0.099	      	10.993	
 972352	  1	 9.80	     	  0	 0.145	      	11.487	
  47854	  1	 9.75	45.71	  0	 0.141	      	11.453	
  67045	  1	 9.95	 8.32	  0	 0.158	      	11.599	
 598512	  3	 9.79	     	 40	 0.145	 0.006	11.483	 9.967
  23646	  1	 9.65	31.62	  0	 0.134	      	11.386	
 134641	  2	 9.52	     	 35	 0.126	 0.211	11.301	11.365
3366239	  3	 9.45	44.26	  2	 0.122	 0.022	11.258	 7.970
 828767	  1	 9.02	     	  0	 0.101	      	11.017	
  21203	  1	 9.79	     	  0	 0.144	      	11.481	
  14076	  1	 9.79	     	  0	 0.144	      	11.481	
 819710	  1	 9.79	     	  0	 0.144	      	11.480	
  25332	  2	 9.72	     	 38	 0.139	 0.179	11.435	11.362
  36188	  7	 9.44	     	 67	 0.121	 0.072	11.250	11.470
  36686	  1	 9.01	11.80	  0	 0.100	      	11.009	
1373747	  1	 7.95	     	  0	 0.067	      	10.481	
2243722	  1	 7.39	     	  0	 0.054	      	10.199	
  13368	  1	10.48	 9.55	  0	 0.226	      	12.064	
  64734	  1	 9.79	     	  0	 0.144	      	11.479	
  60277	  2	 9.58	35.48	  9	 0.129	 0.230	11.338	10.228
  52016	  1	 9.57	36.48	  0	 0.129	      	11.332	
  55165	  1	 9.42	11.86	  0	 0.120	      	11.238	
  33539	  1	 9.33	77.27	  0	 0.115	      	11.188	
  55809	  1	 8.03	11.27	  0	 0.069	      	10.520	
   3757	  1	 9.79	     	  0	 0.144	      	11.479	
  21271	  1	 9.79	     	  0	 0.144	      	11.477	
  42622	  1	 9.78	     	  0	 0.144	      	11.477	
  63420	  1	 9.44	     	  0	 0.121	      	11.250	
 140858	  1	 9.15	     	  0	 0.107	      	11.086	
  68300	  2	 9.16	38.02	  6	 0.107	 0.005	11.093	 8.149
  68530	  1	 9.03	     	  0	 0.101	      	11.021	
 768165	  1	 8.62	     	  0	 0.086	      	10.813	
3893721	  1	 9.78	     	  0	 0.144	      	11.474	
   5232	  1	 9.78	     	  0	 0.144	      	11.474	
  41702	  1	 9.37	70.79	  0	 0.117	      	11.210	
   9987	  1	 9.78	     	  0	 0.143	      	11.471	
  28607	  1	10.20	18.79	  0	 0.185	      	11.804	
  20547	  1	 9.78	     	  0	 0.143	      	11.471	
  33953	  2	 9.48	     	  0	 0.124	 0.200	11.279	 6.407
  34308	  1	 9.18	23.66	  0	 0.108	      	11.100	
4077289	  1	 9.77	     	  0	 0.143	      	11.470	
  48785	  1	 9.77	     	  0	 0.143	      	11.470	
  12916	  1	 9.89	14.19	  0	 0.152	      	11.551	
  49596	  1	 9.77	     	  0	 0.143	      	11.468	
  38128	  1	 9.43	39.08	  0	 0.120	      	11.243	
  17082	  1	 9.30	     	  0	 0.114	      	11.170	
  17308	  1	 9.29	     	  0	 0.113	      	11.164	
  50988	  1	 9.77	     	  0	 0.143	      	11.465	
 136493	  1	 9.77	     	  0	 0.143	      	11.465	
3913958	  1	 9.77	     	  0	 0.143	      	11.465	
  39233	  1	 8.96	42.07	  0	 0.143	      	11.465	
2807078	  1	 9.77	     	  0	 0.143	      	11.464	
   1935	  1	 9.76	     	  0	 0.142	      	11.462	
  27792	  2	 9.71	     	 32	 0.138	 0.165	11.423	11.176
  57627	  1	 9.63	37.67	  0	 0.133	      	11.371	
  35196	  1	 9.58	50.82	  0	 0.129	      	11.338	
2184302	  1	 7.78	     	  0	 0.063	      	10.396	
  22100	  1	 9.76	     	  0	 0.142	      	11.461	
  35058	  1	 9.76	     	  0	 0.142	      	11.461	
  18232	  1	 9.16	31.05	  0	 0.107	      	11.090	
 901781	  1	 9.76	     	  0	 0.142	      	11.459	
 224614	  1	 9.76	     	  0	 0.142	      	11.459	
   9510	  1	 9.67	30.62	  0	 0.136	      	11.400	
  45534	  1	 9.53	57.81	  0	 0.127	      	11.310	
  27201	  1	 9.76	     	  0	 0.142	      	11.459	
   3429	  1	 9.76	     	  0	 0.142	      	11.458	
   4266	  1	 9.76	     	  0	 0.142	      	11.458	
 180413	  1	 9.76	     	  0	 0.142	      	11.458	
 140757	  1	 9.76	     	  0	 0.142	      	11.458	
  32550	  1	 9.68	26.06	  0	 0.136	      	11.407	
  59629	  1	 9.68	     	  0	 0.136	      	11.403	
  19645	  1	 9.65	38.19	  0	 0.134	      	11.387	
  28590	  2	 9.65	19.59	  3	 0.134	 0.067	11.386	 8.838
  24374	  2	 9.43	34.04	 30	 0.121	 0.003	11.246	 9.422
   7244	  1	 9.38	36.64	  0	 0.118	      	11.215	
2790946	  1	 8.04	     	  0	 0.069	      	10.524	
  17243	  1	10.11	24.77	  0	 0.174	      	11.724	
  70369	  1	 9.65	48.31	  0	 0.134	      	11.384	
  70565	  1	 9.53	28.31	  0	 0.126	      	11.307	
  59192	  1	 9.75	     	  0	 0.141	      	11.453	
  72774	  1	 9.75	     	  0	 0.141	      	11.453	
  63147	  1	 9.75	     	  0	 0.141	      	11.453	
  37184	  1	 9.54	     	  0	 0.127	      	11.316	
  37029	  2	 9.36	     	  5	 0.116	 0.037	11.199	 8.966
  37445	  1	 9.17	     	  0	 0.108	      	11.097	
4300533	  1	 8.76	     	  0	 0.092	      	10.888	
  85934	  1	 9.75	     	  0	 0.141	      	11.453	
  20564	  1	 9.75	     	  0	 0.141	      	11.452	
  69678	  1	 9.67	45.29	  0	 0.135	      	11.396	
  40208	  1	 9.35	52.00	  0	 0.116	      	11.196	
  67684	  1	 9.75	     	  0	 0.141	      	11.452	
  21619	  1	 9.75	     	  0	 0.141	      	11.450	
  31207	  1	 9.74	     	  0	 0.141	      	11.449	
  60241	  1	 9.61	47.42	  0	 0.132	      	11.362	
1372513	  1	 9.56	     	  0	 0.128	      	11.328	
  56110	  1	 9.10	64.27	  0	 0.104	      	11.057	
4573302	  1	 8.66	     	  0	 0.088	      	10.836	
 166322	  1	 9.74	     	  0	 0.141	      	11.447	
4080166	  1	 9.74	     	  0	 0.141	      	11.446	
  47102	  1	 9.15	30.62	  0	 0.106	      	11.083	
 720745	  1	 9.04	     	  0	 0.102	      	11.025	
  55518	  1	 9.77	40.36	  0	 0.143	      	11.464	
  41927	  1	 9.74	     	  0	 0.141	      	11.446	
  62609	  1	 9.74	     	  0	 0.140	      	11.446	
  70356	  1	 9.48	60.81	  0	 0.123	      	11.274	
  28803	  1	 9.46	26.92	  0	 0.122	      	11.265	
  28932	  1	 9.05	     	  0	 0.102	      	11.029	
  16628	  1	 9.74	     	  0	 0.140	      	11.444	
   7613	  1	 9.74	     	  0	 0.140	      	11.444	
  42645	  1	 9.73	     	  0	 0.140	      	11.442	
  59244	  2	 9.56	18.03	 10	 0.128	 0.177	11.326	10.161
