#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T10:46:07 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T10:46:07	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=VII/155/rc3&-out=name,altname,PGC,T,BT,e_BT,B-VT,e_B-VT,B-VoT,U-BT,Ai,Ag&-out.add=_RAJ2000,_DEJ2000&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#INFO	ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/vii/155	    IVOID of underlying data collection
#INFO	creator=de Vaucouleurs G.	    First author or institution
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VII/155	    Dataset landing page
#INFO	publication_date=2002-08-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	e_BT	(F5.2)	? Mean error on BT	[ucd=stat.error]
#Column	B-VT	(F5.2)	? (B-V)T (total (B-V))	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	e_B-VT	(F5.2)	? Mean error on (B-V)T	[ucd=stat.error]
#Column	B-VoT	(F5.2)	? (B-V)oT	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	U-BT	(F5.2)	? (U-B)T (total (U-B))	[ucd=phot.color;em.opt.U;em.opt.B]
#Column	Ai	(F5.2)	? Ai (internal B extinction)	[ucd=phys.absorption]
#Column	Ag	(F5.2)	? Ag (galactic extinction in B)	[ucd=phys.absorption]
_RAJ2000	_DEJ2000	name	altname	PGC	T	BT	e_BT	B-VT	e_B-VT	B-VoT	U-BT	Ai	Ag
157.466091	-34.911704	IC   2584   	 ESO  375- 43  	PGC30938   	-2.0	13.60	 0.20	 0.93	 0.02	 0.84	 0.47	 0.00	 0.30
157.470674	-35.375594	A   1027-35B	               	PGC30939   	-4.6	     	     	     	     	     	     	     	 0.28
157.490257	-35.225038	NGC  3269   	 ESO  375- 44  	PGC30945   	-1.0	13.14	 0.14	 0.96	 0.02	 0.78	 0.46	 0.00	 0.28
157.502757	-35.325038	NGC  3268   	 ESO  375- 45  	PGC30949   	-5.0	12.50	 0.20	 1.05	 0.02	 0.96	 0.55	 0.00	 0.28
157.544853	 -3.164163	            	 MCG  0-27- 23 	PGC30960   	-1.0	13.75	 0.19	 1.02	 0.03	 0.90	     	 0.00	 0.06
157.561498	-44.310048	            	 ESO  263- 46  	PGC30966   	 7.3	     	     	     	     	     	     	 0.74	 0.58
157.550248	+44.116727	            	 UGC  5698     	PGC30971   	 4.0	     	     	     	     	     	     	 1.39	 0.00
157.584425	-34.403648	            	 ESO  375- 47  	PGC30976   	-1.0	     	     	     	     	     	     	 0.00	 0.31
157.575265	+22.733371	            	 UGC  5704     	PGC30978   	 6.0	     	     	     	     	     	     	 1.47	 0.00
157.575166	+70.050076	A   1026+70A	 UGC  5688     	PGC30983   	 9.0	13.80	 0.20	 0.59	 0.07	 0.55	-0.25	 0.32	 0.10
157.599428	-30.395032	            	 ESO  436- 29  	PGC30984   	 5.0	     	     	     	     	     	     	 0.15	 0.15
157.599841	-35.253372	            	               	PGC30985   	-2.0	     	     	     	     	     	     	 0.00	 0.28
157.611091	-35.358649	NGC  3271   	 ESO  375- 48  	PGC30988   	-2.0	12.86	 0.13	 1.09	 0.01	 1.00	 0.59	 0.00	 0.25
157.621924	-35.613650	NGC  3273   	 ESO  375- 49  	PGC30992   	-2.0	13.55	 0.13	 1.06	 0.02	 0.98	 0.54	 0.00	 0.25
157.633579	-46.270328	            	 ESO  263- 47  	PGC30994   	 9.0	     	     	     	     	     	     	 0.15	 0.86
157.625269	 -3.199996	            	 CGCG   9- 66  	PGC30995   	    	     	     	     	     	     	     	     	 0.06
157.650162	+70.616743	A   1026+70B	 UGC  5692     	PGC30997   	 9.0	13.47	 0.19	 0.80	 0.06	 0.78	 0.07	 0.27	 0.07
157.650126	+74.216744	            	 UGC  5686     	PGC30998   	10.0	     	     	     	     	     	     	 0.03	 0.16
157.650233	+53.500068	            	 UGC  5703     	PGC31003   	 3.0	     	     	     	     	     	     	 0.17	 0.00
157.700131	+73.883411	            	 UGC  5689     	PGC31011   	 7.0	     	     	     	     	     	     	 1.38	 0.13
157.716090	-36.740318	NGC  3275   	 ESO  375- 50  	PGC31014   	 2.0	11.80	 0.20	     	     	     	     	 0.15	 0.23
157.725270	 -3.783330	            	               	PGC31017   	 5.0	     	     	     	     	     	     	 1.13	 0.06
157.751092	-34.563926	IC   2587   	 ESO  375- 51  	PGC31020   	-2.9	13.30	 0.20	 0.98	 0.03	 0.89	 0.51	 0.00	 0.31
157.752756	-36.975596	            	 ESO  375- 52  	PGC31022   	 0.0	     	     	     	     	     	     	 0.23	 0.23
157.756492	-49.045609	            	 ESO  214- 13  	PGC31023   	 6.8	     	     	     	     	     	     	 0.59	 1.20
157.761929	-28.718919	IC   2586   	 ESO  436- 30  	PGC31025   	-5.0	13.54	 0.13	 1.00	 0.01	 0.93	     	 0.00	 0.16
157.750047	+78.850078	            	 UGC  5682     	PGC31027   	 5.0	     	     	     	     	     	     	 0.04	 0.01
157.779846	+28.796712	NGC  3265   	 UGC  5705     	PGC31029   	-5.0	     	     	     	     	     	     	 0.00	 0.06
157.789837	-39.945599	NGC  3276   	 ESO  317- 40  	PGC31031   	-2.0	     	     	     	     	     	     	 0.00	 0.40
157.775258	+34.500051	            	 UGC  5706     	PGC31032   	10.0	     	     	     	     	     	     	 0.07	 0.02
157.797329	-46.250606	            	 ESO  263- 48  	PGC31035   	-2.0	12.50	 0.20	 1.04	 0.03	 0.82	 0.56	 0.00	 0.86
157.800150	+72.100077	            	 UGC  5700     	PGC31036   	    	     	     	     	     	     	     	 0.09	 0.19
157.803603	 +4.470848	            	 UGC  5708     	PGC31037   	 7.0	     	     	     	     	     	     	 1.04	 0.05
157.810250	+43.137560	            	 UGC  5707     	PGC31040   	 6.0	     	     	     	     	     	     	 0.21	 0.00
157.817350	+19.385589	            	 UGC  5709     	PGC31042   	 7.0	     	     	     	     	     	     	 0.27	 0.04
157.829853	 -8.591114	            	 MCG -1-27- 11 	PGC31047   	 1.0	     	     	     	     	     	     	 0.12	 0.10
157.845668	-42.060602	            	 ESO  317- 41  	PGC31051   	 4.0	     	     	     	     	     	     	 0.80	 0.56
157.854008	-35.220594	NGC  3258C  	 ESO  375- 53  	PGC31053   	 1.0	     	     	     	     	     	     	 0.14	 0.31
157.855262	-29.955587	            	 ESO  436- 31  	PGC31055   	 7.0	     	     	     	     	     	     	 0.14	 0.15
157.873177	-32.714202	            	 ESO  436- 32  	PGC31058   	 1.0	     	     	     	     	     	     	 0.34	 0.26
157.876098	+24.869207	NGC  3270   	 UGC  5711     	PGC31059   	 3.0	13.90	 0.30	 0.85	 0.05	 0.61	 0.41	 0.80	 0.00
157.875260	+32.366716	            	 UGC  5712     	PGC31063   	 6.0	     	     	     	     	     	     	 1.38	 0.03
157.887337	-39.559210	            	 ESO  317- 42  	PGC31064   	-3.0	     	     	     	     	     	     	 0.00	 0.26
157.895270	 +0.477509	            	 UGC  5715     	PGC31067   	 4.0	     	     	     	     	     	     	 0.27	 0.14
157.898587	-39.955877	NGC  3278   	 ESO  317- 43  	PGC31068   	 5.0	     	     	     	     	     	     	 0.22	 0.40
157.900264	+25.983375	            	 UGC  5713     	PGC31075   	 4.0	     	     	     	     	     	     	 0.70	 0.03
157.917331	-45.484217	            	 ESO  263- 51  	PGC31076   	 5.7	     	     	     	     	     	     	 0.56	 0.77
157.931098	+25.307541	            	 UGC  5716     	PGC31081   	 9.0	     	     	     	     	     	     	 0.20	 0.00
157.938162	+46.673396	            	 UGC  5714     	PGC31083   	 5.0	     	     	     	     	     	     	 0.15	 0.00
157.951924	-36.030873	            	 ESO  375- 54  	PGC31086   	 1.0	     	     	     	     	     	     	 0.88	 0.24
157.958595	-30.385866	IC   2588   	 ESO  436- 33  	PGC31088   	 1.0	     	     	     	     	     	     	 0.08	 0.10
157.967758	-34.857538	NGC  3281   	 ESO  375- 55  	PGC31090   	 2.1	12.70	 0.20	 0.98	 0.03	 0.78	     	 0.37	 0.31
157.982758	-35.409205	NGC  3258D  	 ESO  375- 58  	PGC31094   	 3.0	     	     	     	     	     	     	 0.35	 0.31
157.975072	+77.800078	            	 UGC  5701     	PGC31098   	10.0	     	     	     	     	     	     	 0.26	 0.02
157.996092	-35.197538	            	 ESO  375- 59  	PGC31103   	-2.2	     	     	     	     	     	     	 0.00	 0.31
158.051936	 -9.239449	            	 MCG -1-27- 13 	PGC31116   	-3.0	     	     	     	     	     	     	 0.00	 0.10
158.053603	 -1.493327	            	 UGC  5723     	PGC31117   	 1.0	     	     	     	     	     	     	 0.15	 0.12
158.069847	+27.670322	NGC  3274   	 UGC  5721     	PGC31122   	 6.8	13.21	 0.13	 0.39	 0.02	 0.36	-0.14	 0.44	 0.06
158.071102	+12.056691	            	 MCG  2-27- 24 	PGC31123   	    	     	     	     	     	     	     	 0.26	 0.09
158.084812	+56.083403	NGC  3264   	 UGC  5719     	PGC31125   	 8.0	12.50	 0.40	 0.52	 0.04	 0.51	-0.07	 0.46	 0.00
158.086098	-24.037802	IC   2589   	 ESO  501-  4  	PGC31126   	    	     	     	     	     	     	     	 0.28	 0.25
158.094016	-22.301133	NGC  3282   	 ESO  568- 16  	PGC31129   	-2.0	     	     	     	     	     	     	 0.00	 0.19
158.075270	 +2.550012	            	 UGC  5726     	PGC31130   	10.0	     	     	     	     	     	     	 0.32	 0.07
158.105259	-34.999483	NGC  3258E  	 ESO  375- 60  	PGC31131   	 3.0	     	     	     	     	     	     	 0.92	 0.31
158.117757	-36.532818	            	 ESO  375- 61  	PGC31134   	 7.0	     	     	     	     	     	     	 0.22	 0.25
158.119847	-27.531140	            	 ESO  501-  5  	PGC31135   	    	     	     	     	     	     	     	     	 0.22
158.100264	+27.150043	            	 MCG  5-25- 21 	PGC31136   	    	     	     	     	     	     	     	 0.00	 0.01
158.131482	+54.398958	A   1029+54 	 UGC  5720     	PGC31141   	10.0	     	     	     	     	     	     	 0.02	 0.00
158.147281	+65.041464	NGC  3259   	 UGC  5717     	PGC31145   	 4.0	     	     	     	     	     	     	 0.38	 0.00
158.164434	-17.423904	            	               	PGC31148   	 9.6	     	     	     	     	     	     	 0.12	 0.25
158.175267	+19.916701	            	 UGC  5729     	PGC31151   	 2.0	     	     	     	     	     	     	 0.35	 0.03
158.184430	-28.612808	            	 ESO  436- 34  	PGC31154   	 3.0	     	     	     	     	     	     	 1.02	 0.17
158.175268	+15.850030	IC    616   	 UGC  5730     	PGC31159   	 6.0	     	     	     	     	     	     	 0.04	 0.08
158.203176	-34.399760	            	 ESO  375- 62  	PGC31160   	-2.0	     	     	     	     	     	     	 0.00	 0.30
158.203597	-27.523084	NGC  3285A  	 ESO  501-  8  	PGC31161   	 6.3	     	     	     	     	     	     	 0.21	 0.21
158.209429	-30.269755	            	 ESO  436- 35  	PGC31164   	 8.0	     	     	     	     	     	     	 0.12	 0.10
158.225270	 -6.483334	            	 MCG -1-27- 15 	PGC31165   	    	14.60	 0.13	 0.95	 0.02	 0.84	     	 0.39	 0.10
158.231096	+28.511989	NGC  3277   	 UGC  5731     	PGC31166   	 2.0	12.50	 0.13	 0.82	 0.01	 0.79	 0.24	 0.06	 0.03
158.247759	-34.886427	NGC  3281C  	 ESO  375- 63  	PGC31173   	-2.0	     	     	     	     	     	     	 0.00	 0.31
158.261089	-38.983099	            	 ESO  317- 46  	PGC31178   	 7.0	     	     	     	     	     	     	 1.17	 0.27
158.284014	-27.096417	            	 ESO  501- 10  	PGC31182   	    	     	     	     	     	     	     	 1.34	 0.22
158.306937	 -7.465002	            	 MCG -1-27- 18 	PGC31191   	-2.0	     	     	     	     	     	     	 0.00	 0.13
158.300201	+64.500075	            	 UGC  5727     	PGC31192   	 4.0	     	     	     	     	     	     	 0.81	 0.00
158.323950	+64.749519	NGC  3266   	 UGC  5725     	PGC31198   	-2.0	     	     	     	     	     	     	 0.00	 0.01
158.376098	-26.898361	            	 ESO  501- 13  	PGC31212   	-2.0	     	     	     	     	     	     	 0.00	 0.26
158.399847	-27.455029	NGC  3285   	 ESO  501- 15  	PGC31217   	 1.0	13.05	 0.13	 1.02	 0.01	 0.88	 0.43	 0.23	 0.21
158.450269	+12.866692	            	 UGC  5735     	PGC31235   	 4.0	     	     	     	     	     	     	 0.35	 0.07
158.465271	 -0.561659	            	 UGC  5736     	PGC31236   	 4.0	     	     	     	     	     	     	 0.13	 0.13
158.474431	-27.831696	            	 ESO  436- 38  	PGC31238   	    	     	     	     	     	     	     	 0.27	 0.18
158.475270	+11.200024	A   1031+11 	 UGC  5737     	PGC31241   	 6.0	15.20	 0.20	 0.73	 0.09	     	-0.25	 0.07	 0.09
158.498179	-30.170310	            	 ESO  436- 39  	PGC31242   	 4.0	     	     	     	     	     	     	 1.12	 0.15
158.500264	-27.336695	            	 ESO  501- 16  	PGC31243   	 2.2	     	     	     	     	     	     	 0.14	 0.21
158.505676	-35.283650	            	 ESO  375- 64  	PGC31248   	 1.0	     	     	     	     	     	     	 0.14	 0.31
158.530676	-35.323650	NGC  3289   	 ESO  375- 65  	PGC31253   	-1.0	13.44	 0.15	 0.93	 0.02	 0.84	 0.46	 0.00	 0.31
158.557642	-73.240629	IC   2596   	 ESO   38-  2  	PGC31265   	 2.0	     	     	     	     	     	     	 0.21	 0.56
158.562736	+52.871457	            	 UGC  5734     	PGC31269   	 0.0	     	     	     	     	     	     	 0.54	 0.00
158.579426	-34.403649	NGC  3281D  	 ESO  375- 68  	PGC31273   	 6.7	     	     	     	     	     	     	 0.97	 0.35
158.584019	+13.753360	            	 UGC  5739     	PGC31275   	10.0	     	     	     	     	     	     	 0.39	 0.07
158.589011	-32.186979	            	 ESO  436- 40  	PGC31276   	 2.0	     	     	     	     	     	     	 0.49	 0.27
158.595970	+73.763689	NGC  3252   	 UGC  5732     	PGC31278   	 6.7	     	     	     	     	     	     	 0.69	 0.13
158.602765	-26.491972	            	 ESO  501- 17  	PGC31280   	    	     	     	     	     	     	     	 0.37	 0.25
158.626509	+35.257552	            	 UGC  5738     	PGC31285   	    	     	     	     	     	     	     	 0.30	 0.02
158.625046	+79.150079	            	 UGC  5728     	PGC31287   	 9.0	     	     	     	     	     	     	 0.18	 0.01
158.654431	-27.653918	NGC  3285B  	 ESO  501- 18  	PGC31293   	 3.3	     	     	     	     	     	     	 0.16	 0.19
158.656918	-43.445604	            	 ESO  264-  5  	PGC31295   	 9.0	     	     	     	     	     	     	 0.05	 0.55
158.660264	-28.586975	            	 ESO  436- 42  	PGC31296   	    	     	     	     	     	     	     	 0.00	 0.18
158.678187	+11.199190	NGC  3279   	 UGC  5741     	PGC31302   	 7.0	     	     	     	     	     	     	 1.26	 0.12
158.688188	 -1.969161	            	 UGC  5745     	PGC31304   	-0.5	     	     	     	     	     	     	 0.00	 0.11
158.675265	+25.516708	            	 UGC  5743     	PGC31306   	 6.0	     	     	     	     	     	     	 0.72	 0.00
158.675241	+50.750066	            	 UGC  5740     	PGC31307   	 9.0	     	     	     	     	     	     	 0.17	 0.00
158.698181	-28.498919	            	 ESO  436- 44  	PGC31310   	    	     	     	     	     	     	     	 0.00	 0.18
158.699017	+21.650593	NGC  3287   	 UGC  5742     	PGC31311   	 7.0	     	     	     	     	     	     	 0.46	 0.01
158.701098	-27.213918	            	 ESO  501- 20  	PGC31312   	    	14.50	 0.20	 1.02	 0.04	 0.91	 0.51	 0.00	 0.27
158.710680	-28.583919	            	 ESO  436- 46  	PGC31316   	 3.7	     	     	     	     	     	     	 0.17	 0.18
158.710681	-28.515586	            	 ESO  436- 45  	PGC31317   	    	     	     	     	     	     	     	     	 0.18
158.731937	 -6.471112	            	 MCG -1-27- 20 	PGC31326   	 5.0	     	     	     	     	     	     	 0.41	 0.10
158.749431	-28.080585	            	 ESO  437-  2  	PGC31330   	    	     	     	     	     	     	     	 0.60	 0.18
158.769414	+46.560063	A   1032+46 	 UGC  5744     	PGC31331   	    	     	     	     	     	     	     	 0.00	 0.00
158.785668	-43.692271	NGC  3366   	 ESO  264-  7  	PGC31335   	 3.3	12.03	 0.14	 0.75	 0.01	 0.49	 0.25	 0.43	 0.60
158.787333	+45.086729	            	 UGC  5746     	PGC31336   	 2.0	     	     	     	     	     	     	 0.25	 0.00
158.820687	 -7.246668	            	 MCG -1-27- 21 	PGC31345   	 1.0	     	     	     	     	     	     	 0.27	 0.12
158.823602	-17.276682	NGC  3290   	               	PGC31346   	 4.0	     	     	     	     	     	     	 0.42	 0.22
158.827342	-36.879207	            	 ESO  375- 69  	PGC31348   	    	     	     	     	     	     	     	 0.19	 0.18
158.834431	-27.362529	            	 ESO  501- 21  	PGC31353   	    	     	     	     	     	     	     	 0.00	 0.19
158.848599	-24.755859	A   1033-24 	 ESO  501- 23  	PGC31359   	 8.0	13.20	 0.30	 0.63	 0.06	 0.58	-0.21	 0.12	 0.18
158.849014	-28.315863	            	 ESO  437-  4  	PGC31360   	 3.7	     	     	     	     	     	     	 0.31	 0.18
158.856932	-26.657528	            	 ESO  501- 25  	PGC31366   	-2.0	     	     	     	     	     	     	 0.00	 0.26
158.861933	-24.384192	            	 ESO  501- 24  	PGC31368   	-1.3	     	     	     	     	     	     	 0.00	 0.27
158.864436	-14.130289	            	 MCG -2-27-  9 	PGC31369   	-1.0	     	     	     	     	     	     	 0.00	 0.19
158.879854	 -6.185000	NGC  3292   	 MCG -1-27- 23 	PGC31370   	-2.0	     	     	     	     	     	     	 0.00	 0.10
158.884420	-41.740880	NGC  3318A  	 ESO  317- 50  	PGC31373   	 5.0	     	     	     	     	     	     	 0.80	 0.47
158.896084	+44.314506	A   1032+44 	 UGC  5747     	PGC31376   	99.0	     	     	     	     	     	     	 0.86	 0.00
158.908994	-48.809221	            	 ESO  214- 14  	PGC31378   	    	     	     	     	     	     	     	 1.21	 1.11
158.914847	+28.565323	            	 UGC  5749     	PGC31379   	    	     	     	     	     	     	     	 0.07	 0.04
158.939434	+20.990870	            	 UGC  5750     	PGC31386   	 8.0	     	     	     	     	     	     	 0.36	 0.02
158.942768	+21.049759	            	 UGC  5751     	PGC31388   	    	     	     	     	     	     	     	 0.97	 0.02
158.948179	-32.359202	NGC  3302   	 ESO  437-  7  	PGC31391   	-2.0	     	     	     	     	     	     	 0.00	 0.29
158.957290	+63.536186	A   1032+63 	 CGCG 313- 27  	PGC31395   	    	     	     	     	     	     	     	     	 0.00
158.964011	-34.269482	            	 ESO  375- 70  	PGC31397   	    	     	     	     	     	     	     	 0.18	 0.33
159.016516	-24.322803	IC   2594   	 ESO  501- 28  	PGC31405   	-3.0	     	     	     	     	     	     	 0.00	 0.27
159.017765	-27.508918	A   1033-27 	               	PGC31407   	-4.5	     	     	     	     	     	     	 0.00	 0.18
159.039842	-37.237819	            	 ESO  375- 71  	PGC31414   	10.0	     	     	     	     	     	     	 0.06	 0.16
159.052348	-27.162807	NGC  3305   	 ESO  501- 30  	PGC31421   	-5.0	13.77	 0.13	 1.02	 0.01	 0.92	 0.58	 0.00	 0.27
159.064021	 -8.334725	IC    624   	 MCG -1-27- 26 	PGC31426   	 1.0	     	     	     	     	     	     	 0.56	 0.07
159.050270	+13.433360	            	 UGC  5758     	PGC31427   	10.0	     	     	     	     	     	     	 0.29	 0.05
159.067342	+37.324499	NGC  3294   	 UGC  5753     	PGC31428   	 5.0	12.20	 0.30	 0.41	 0.07	 0.32	     	 0.44	 0.00
159.050265	+26.966710	IC   2590   	 UGC  5756     	PGC31429   	-2.0	     	     	     	     	     	     	 0.00	 0.04
159.072348	-27.529474	NGC  3307   	 ESO  501- 31  	PGC31430   	 0.1	14.49	 0.13	 0.98	 0.03	 0.83	 0.35	 0.32	 0.18
159.075224	+58.600072	NGC  3286   	 MCG 10-15-112 	PGC31433   	    	     	     	     	     	     	     	 0.00	 0.00
159.089853	+13.711971	            	 UGC  5760     	PGC31435   	    	     	     	     	     	     	     	 0.90	 0.07
159.093182	-27.437807	NGC  3308   	 ESO  501- 34  	PGC31438   	-3.0	12.94	 0.13	 1.03	 0.01	 0.93	 0.59	 0.00	 0.27
159.093599	-25.377804	            	 ESO  501- 32  	PGC31440   	    	     	     	     	     	     	     	 0.14	 0.23
159.099437	+12.706692	NGC  3299   	 UGC  5761     	PGC31442   	 8.0	     	     	     	     	     	     	 0.14	 0.03
159.102349	-26.999473	            	 ESO  501- 35  	PGC31443   	-2.0	     	     	     	     	     	     	 0.00	 0.27
159.111058	+58.557572	NGC  3288   	 UGC  5752     	PGC31446   	 3.7	     	     	     	     	     	     	 0.17	 0.00
159.137765	-28.064752	            	 ESO  437-  8  	PGC31456   	    	     	     	     	     	     	     	 0.00	 0.18
159.138174	+38.438667	            	 UGC  5759     	PGC31457   	-3.0	     	     	     	     	     	     	 0.00	 0.00
159.125272	 -1.249993	            	 CGCG   9- 85  	PGC31458   	    	     	     	     	     	     	     	     	 0.13
159.142751	-44.533105	            	 ESO  264- 11  	PGC31460   	 8.0	     	     	     	     	     	     	 0.12	 0.62
159.145681	-28.216419	            	 ESO  437-  9  	PGC31462   	    	     	     	     	     	     	     	 0.00	 0.17
159.151515	-27.518085	NGC  3309   	 ESO  501- 36  	PGC31466   	-5.0	12.60	 0.13	 1.01	 0.01	 0.93	 0.62	 0.00	 0.18
159.152753	-42.853103	            	 ESO  264- 12  	PGC31468   	-1.3	     	     	     	     	     	     	 0.00	 0.56
159.160687	+14.171972	NGC  3300   	 UGC  5766     	PGC31472   	-2.0	     	     	     	     	     	     	 0.00	 0.08
159.163177	-34.758094	            	 ESO  375- 72  	PGC31473   	 9.0	     	     	     	     	     	     	 0.63	 0.32
159.163594	+35.052552	IC   2591   	 UGC  5763     	PGC31474   	    	     	     	     	     	     	     	 0.37	 0.04
159.172348	-27.561696	A   1034-27A	               	PGC31476   	-3.4	     	     	     	     	     	     	     	 0.18
159.175263	+31.533382	A   1033+31 	 UGC  5764     	PGC31477   	10.0	15.21	 0.19	 0.53	 0.07	 0.52	-0.40	 0.18	 0.04
159.180682	-27.528085	NGC  3311   	 ESO  501- 38  	PGC31478   	-4.0	12.65	 0.13	 1.00	 0.01	 0.92	 0.57	 0.00	 0.18
159.204436	-18.106406	A   1034-17 	 ESO  568- 19  	PGC31485   	 1.5	     	     	     	     	     	     	 0.28	 0.21
159.209015	-27.919752	            	 ESO  437- 11  	PGC31488   	    	14.31	 0.13	 1.03	 0.01	 0.92	 0.56	 0.00	 0.18
159.219846	-32.348091	            	 ESO  437- 14  	PGC31493   	 2.4	     	     	     	     	     	     	 0.66	 0.31
159.223599	-27.053084	            	 ESO  501- 41  	PGC31494   	    	     	     	     	     	     	     	 0.25	 0.27
159.225682	-27.918085	            	 ESO  437- 13  	PGC31495   	    	14.59	 0.13	 1.02	 0.01	 0.91	 0.62	 0.00	 0.18
159.231934	+21.882815	NGC  3301   	 UGC  5767     	PGC31497   	 0.0	12.31	 0.13	 0.88	 0.01	 0.78	 0.37	 0.40	 0.01
159.238183	-26.194750	            	 ESO  501- 42  	PGC31500   	    	     	     	     	     	     	     	 0.48	 0.28
159.238605	 -7.024446	IC    626   	 MCG -1-27- 28 	PGC31501   	-3.0	     	     	     	     	     	     	 0.00	 0.12
159.241522	 +0.230287	            	 UGC  5772     	PGC31503   	    	     	     	     	     	     	     	 0.37	 0.16
159.241932	-28.178086	            	 ESO  437- 15  	PGC31504   	-1.7	     	     	     	     	     	     	 0.00	 0.17
159.248602	+18.136977	NGC  3303   	 UGC  5773     	PGC31508   	99.0	     	     	     	     	     	     	 0.23	 0.03
159.260265	-27.564752	NGC  3312   	 ESO  501- 43  	PGC31513   	 3.0	     	     	     	     	     	     	 0.58	 0.27
159.293604	+12.653637	NGC  3306   	 UGC  5774     	PGC31528   	 9.0	     	     	     	     	     	     	 0.43	 0.03
159.303599	-26.670028	            	 ESO  501- 45  	PGC31530   	    	     	     	     	     	     	     	 0.00	 0.28
159.304432	-27.684752	NGC  3314A  	 ESO  501- 46A 	PGC31531   	 1.5	     	     	     	     	     	     	 0.43	 0.18
159.304015	-27.683918	NGC  3314B  	 ESO  501- 46B 	PGC31532   	 5.0	     	     	     	     	     	     	 0.12	 0.18
159.315671	-41.628380	NGC  3318   	 ESO  317- 52  	PGC31533   	 3.0	12.19	 0.14	 0.60	 0.01	 0.40	-0.02	 0.38	 0.35
