#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/153/114/table5&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51530114
#Name: J/AJ/153/114
#Title: GCs in 27 nearby ETGs from the SLUGGS survey (Forbes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/153/114	    IVOID of underlying data collection
#INFO	creator=Forbes D.A.	    First author or institution
#INFO	cites=bibcode:2017AJ....153..114F	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/153/114	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51530114	    Dataset identifier that can be used for citation
#INFO	publication_date=2019-09-03	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_153_114_table5:
#Name: J/AJ/153/114/table5
#Title: Globular Cluster Radial Velocities (from Erratum, 2017, AJ, 154, 80)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Star	(a14)	Object identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	HRV	(I4)	[-379/2777]? Heliocentric radial velocity (1)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	e_HRV	(I3)	[2/194]? Uncertainty in HRV (1)	[ucd=stat.error]
#Column	Rgal	(F6.2)	[0.02/173]? Galactocentric radius (not in table 2)	[ucd=phys.angSize;pos.galactocentric]
#Column	SimbadName	(f)	Simbad column added by the CDS	[ucd=meta.id]
recno	Star	RAJ2000	DEJ2000	HRV	e_HRV	Rgal	SimbadName
    1847	NGC4473_S77   	187.428660	+13.399794	2167	 15	  2.30	[FAB2017] NGC4473 S77
    1848	NGC4473_S78   	187.429690	+13.401884	2057	 13	  2.16	[FAB2017] NGC4473 S78
    1849	NGC4473_S79   	187.482520	+13.457847	2229	  9	  2.40	[FAB2017] NGC4473 S79
    1850	NGC4473_S80   	187.496880	+13.472985	2343	 15	  3.64	[FAB2017] NGC4473 S80
    1851	NGC4473_S81   	187.478020	+13.363835	2262	 28	  4.18	[FAB2017] NGC4473 S81
    1852	NGC4473_S82   	187.504810	+13.346280	2220	  6	  5.81	[FAB2017] NGC4473 S82
    1853	NGC4473_S83   	187.494470	+13.383625	2102	  8	  3.63	[FAB2017] NGC4473 S83
    1854	NGC4473_S84   	187.463160	+13.377880	2322	  8	  3.14	[FAB2017] NGC4473 S84
    1855	NGC4473_S85   	187.471340	+13.386581	2340	 23	  2.77	[FAB2017] NGC4473 S85
    1856	NGC4473_S86   	187.476500	+13.420874	2156	  9	  1.43	[FAB2017] NGC4473 S86
    1857	NGC4473_S87   	187.403590	+13.441626	2251	  8	  3.01	[FAB2017] NGC4473 S87
    1858	NGC4473_S88   	187.395440	+13.453474	2060	  4	  3.69	[FAB2017] NGC4473 S88
    1859	NGC4473_S89   	187.419190	+13.480816	2013	  6	  3.68	[FAB2017] NGC4473 S89
    1860	NGC4473_S90   	187.423550	+13.486259	2404	  9	  3.84	[FAB2017] NGC4473 S90
    1861	NGC4473_S91   	187.364910	+13.481842	2074	 15	  6.06	[FAB2017] NGC4473 S91
    1862	NGC4473_S92   	187.376100	+13.379589	2336	 13	  5.42	[FAB2017] NGC4473 S92
    1863	NGC4473_S93   	187.393630	+13.385813	2236	  9	  4.37	[FAB2017] NGC4473 S93
    1864	NGC4473_S94   	187.407280	+13.391079	2331	 13	  3.55	[FAB2017] NGC4473 S94
    1865	NGC4473_S95   	187.408950	+13.397642	2405	 18	  3.23	[FAB2017] NGC4473 S95
    1866	NGC4473_S96   	187.475110	+13.411555	2208	 17	  1.65	[FAB2017] NGC4473 S96
    1867	NGC4473_S97   	187.414760	+13.407624	2351	 19	  2.62	[FAB2017] NGC4473 S97
    1868	NGC4473_S98   	187.410270	+13.416973	2214	 13	  2.64	[FAB2017] NGC4473 S98
    1869	NGC4473_S99   	187.496180	+13.436420	2225	  8	  2.52	[FAB2017] NGC4473 S99
    1870	NGC4473_S100  	187.485700	+13.446069	2424	  6	  2.12	[FAB2017] NGC4473 S100
    1871	NGC4473_S101  	187.507830	+13.451378	2260	  8	  3.43	[FAB2017] NGC4473 S101
    1872	NGC4473_S102  	187.521910	+13.469087	2118	  5	  4.64	[FAB2017] NGC4473 S102
    1873	NGC4473_S103  	187.522390	+13.473475	2178	 14	  4.81	[FAB2017] NGC4473 S103
    1874	NGC4473_S104  	187.490030	+13.470920	2113	  6	  3.28	[FAB2017] NGC4473 S104
    1875	NGC4473_S105  	187.552240	+13.492372	2242	 19	  6.89	[FAB2017] NGC4473 S105
    1876	NGC4474_S1    	187.476292	+14.069611	1588	 25	  0.19	[FAB2017] NGC4474 S1
    1877	NGC4474_S2    	187.476292	+14.069611	1597	 29	  0.19	[FAB2017] NGC4474 S2
    1878	NGC4474_S3    	187.470083	+14.068750	1581	  9	  0.18	[FAB2017] NGC4474 S3
    1879	NGC4474_S4    	187.473250	+14.067417	1682	 15	  0.08	[FAB2017] NGC4474 S4
    1880	NGC4474_S5    	187.504125	+14.092417	1580	 15	  2.30	[FAB2017] NGC4474 S5
    1881	NGC4474_S6    	187.474625	+14.065389	1643	 15	  0.22	[FAB2017] NGC4474 S6
    1882	NGC4474_S7    	187.478958	+14.067194	1640	 17	  0.35	[FAB2017] NGC4474 S7
    1883	NGC4474_S8    	187.476000	+14.068528	1651	 17	  0.17	[FAB2017] NGC4474 S8
    1884	NGC4474_S9    	187.481292	+14.069361	1580	  7	  0.48	[FAB2017] NGC4474 S9
    1885	NGC4474_S10   	187.464583	+14.081667	1583	 37	  0.92	[FAB2017] NGC4474 S10
    1886	NGC4474_S11   	187.485042	+14.090056	1520	 18	  1.46	[FAB2017] NGC4474 S11
    1887	NGC4474_S12   	187.471250	+14.062889	1505	 40	  0.36	[FAB2017] NGC4474 S12
    1888	NGC4474_S13   	187.478500	+14.081028	1649	 26	  0.81	[FAB2017] NGC4474 S13
    1889	NGC4474_S14   	187.471417	+14.074222	1546	 22	  0.35	[FAB2017] NGC4474 S14
    1890	NGC4474_S15   	187.477000	+14.076694	1653	 15	  0.53	[FAB2017] NGC4474 S15
    1891	NGC4474_S16   	187.474917	+14.071333	1674	 19	  0.19	[FAB2017] NGC4474 S16
    1892	NGC4474_S17   	187.474625	+14.065389	1647	 31	  0.22	[FAB2017] NGC4474 S17
    1893	NGC4474_S18   	187.478958	+14.067194	1631	 18	  0.35	[FAB2017] NGC4474 S18
    1894	NGC4474_S19   	187.481083	+14.059972	1665	 10	  0.70	[FAB2017] NGC4474 S19
    1895	NGC4474_S20   	187.476000	+14.068528	1654	 11	  0.17	[FAB2017] NGC4474 S20
    1896	NGC4474_S21   	187.476000	+14.068528	1671	 26	  0.17	[FAB2017] NGC4474 S21
    1897	NGC4474_S22   	187.481292	+14.069361	1571	 11	  0.48	[FAB2017] NGC4474 S22
    1898	NGC4474_S23   	187.491292	+14.072222	1681	 27	  1.08	[FAB2017] NGC4474 S23
    1899	NGC4486_S1    	187.646320	+12.414860	1636	 22	  3.77	[FAB2017] NGC4486 S1
    1900	NGC4486_S2    	187.668900	+12.403310	1391	 36	  2.29	[FAB2017] NGC4486 S2
    1901	NGC4486_S3    	187.697490	+12.550470	1379	 23	  9.57	[FAB2017] NGC4486 S3
    1902	NGC4486_S4    	187.719960	+12.266910	1191	  7	  7.50	[FAB2017] NGC4486 S4
    1903	NGC4486_S5    	187.720040	+12.431890	1113	 27	  2.58	[FAB2017] NGC4486 S5
    1904	NGC4486_S6    	187.739480	+12.527630	 882	 33	  8.42	[FAB2017] NGC4486 S6
    1905	NGC4486_S7    	187.760790	+12.570580	1192	 18	 11.24	[FAB2017] NGC4486 S7
    1906	NGC4486_S8    	188.010560	+11.940540	 835	 37	 32.40	[FAB2017] NGC4486 S8
    1907	NGC4486_S9    	188.372790	+12.171510	1317	 29	 41.24	[FAB2017] NGC4486 S9
    1908	NGC4486_S10   	187.460920	+09.517690	1056	 43	173.00	[FAB2017] NGC4486 S10
    1909	NGC4486_S11   	188.231460	+09.736860	1743	 33	162.21	[FAB2017] NGC4486 S11
    1910	NGC4486_S12   	188.280670	+09.881750	1101	 24	154.28	[FAB2017] NGC4486 S12
    1911	NGC4486_S13   	187.772490	+11.901890	1214	 12	 29.61	[FAB2017] NGC4486 S13
    1912	NGC4486_S14   	187.511230	+11.980700	 791	 21	 27.14	[FAB2017] NGC4486 S14
    1913	NGC4486_S15   	187.799760	+11.987060	1099	 15	 24.86	[FAB2017] NGC4486 S15
    1914	NGC4486_S16   	187.693050	+11.994620	1239	 17	 23.80	[FAB2017] NGC4486 S16
    1915	NGC4486_S17   	187.745780	+12.014930	 864	 38	 22.69	[FAB2017] NGC4486 S17
    1916	NGC4486_S18   	187.594460	+12.022490	1459	 23	 23.06	[FAB2017] NGC4486 S18
    1917	NGC4486_S19   	187.525390	+12.033620	1563	 13	 23.92	[FAB2017] NGC4486 S19
    1918	NGC4486_S20   	187.911040	+12.042880	1323	 21	 24.11	[FAB2017] NGC4486 S20
    1919	NGC4486_S21   	187.422110	+12.045690	1601	 27	 26.57	[FAB2017] NGC4486 S21
    1920	NGC4486_S22   	187.751450	+12.047770	 900	 17	 20.77	[FAB2017] NGC4486 S22
    1921	NGC4486_S23   	188.075440	+12.055290	1424	 19	 29.58	[FAB2017] NGC4486 S23
    1922	NGC4486_S24   	187.835850	+12.073210	 755	 16	 20.54	[FAB2017] NGC4486 S24
    1923	NGC4486_S25   	187.660000	+12.077650	1348	 10	 19.00	[FAB2017] NGC4486 S25
    1924	NGC4486_S26   	187.917610	+12.093630	1370	 10	 21.74	[FAB2017] NGC4486 S26
    1925	NGC4486_S27   	187.689940	+12.107090	1645	 19	 17.07	[FAB2017] NGC4486 S27
    1926	NGC4486_S28   	187.600610	+12.120530	1505	 21	 17.37	[FAB2017] NGC4486 S28
    1927	NGC4486_S29   	187.528990	+12.120630	1040	 27	 19.26	[FAB2017] NGC4486 S29
    1928	NGC4486_S30   	187.516870	+12.120540	1168	 10	 19.66	[FAB2017] NGC4486 S30
    1929	NGC4486_S31   	187.786350	+12.125160	1378	 13	 16.64	[FAB2017] NGC4486 S31
    1930	NGC4486_S32   	187.840310	+12.125680	1361	 10	 17.77	[FAB2017] NGC4486 S32
    1931	NGC4486_S33   	187.328090	+12.129150	 924	 17	 27.15	[FAB2017] NGC4486 S33
    1932	NGC4486_S34   	187.873140	+12.153910	1266	  9	 17.28	[FAB2017] NGC4486 S34
    1933	NGC4486_S35   	187.631060	+12.155210	 683	 10	 14.82	[FAB2017] NGC4486 S35
    1934	NGC4486_S36   	187.581800	+12.156820	 831	 15	 15.83	[FAB2017] NGC4486 S36
    1935	NGC4486_S37   	188.085200	+12.157620	1321	 17	 26.27	[FAB2017] NGC4486 S37
    1936	NGC4486_S38   	187.670130	+12.162780	1061	 11	 13.86	[FAB2017] NGC4486 S38
    1937	NGC4486_S39   	188.001610	+12.168300	 978	 26	 21.89	[FAB2017] NGC4486 S39
    1938	NGC4486_S40   	187.813620	+12.169360	1667	  9	 14.73	[FAB2017] NGC4486 S40
    1939	NGC4486_S41   	187.872530	+12.170690	1080	 15	 16.44	[FAB2017] NGC4486 S41
    1940	NGC4486_S42   	187.553240	+12.186480	2166	 29	 15.19	[FAB2017] NGC4486 S42
    1941	NGC4486_S43   	187.656900	+12.187520	 747	 17	 12.55	[FAB2017] NGC4486 S43
    1942	NGC4486_S44   	187.319830	+12.188410	 989	 12	 25.69	[FAB2017] NGC4486 S44
    1943	NGC4486_S45   	187.833340	+12.199470	1282	 10	 13.71	[FAB2017] NGC4486 S45
    1944	NGC4486_S46   	187.773740	+12.200380	1612	 12	 12.11	[FAB2017] NGC4486 S46
    1945	NGC4486_S47   	187.685500	+12.200770	1419	 20	 11.48	[FAB2017] NGC4486 S47
    1946	NGC4486_S48   	187.709640	+12.209780	1390	 17	 10.88	[FAB2017] NGC4486 S48
    1947	NGC4486_S49   	187.861590	+12.212680	1467	  9	 14.07	[FAB2017] NGC4486 S49
    1948	NGC4486_S50   	187.493840	+12.216940	1232	 16	 16.24	[FAB2017] NGC4486 S50
    1949	NGC4486_S51   	187.561290	+12.217620	1271	 15	 13.42	[FAB2017] NGC4486 S51
    1950	NGC4486_S52   	187.806540	+12.220530	 951	 17	 11.81	[FAB2017] NGC4486 S52
    1951	NGC4486_S53   	188.057090	+12.222130	2023	 21	 22.94	[FAB2017] NGC4486 S53
    1952	NGC4486_S54   	187.729560	+12.222700	1809	  6	 10.20	[FAB2017] NGC4486 S54
    1953	NGC4486_S55   	187.763280	+12.226810	1583	 18	 10.42	[FAB2017] NGC4486 S55
    1954	NGC4486_S56   	187.452480	+12.227670	1360	 14	 17.80	[FAB2017] NGC4486 S56
    1955	NGC4486_S57   	187.747650	+12.227720	 890	  9	 10.10	[FAB2017] NGC4486 S57
    1956	NGC4486_S58   	187.807530	+12.231230	 693	  7	 11.29	[FAB2017] NGC4486 S58
    1957	NGC4486_S59   	187.779200	+12.237820	1231	 51	 10.15	[FAB2017] NGC4486 S59
    1958	NGC4486_S60   	187.679990	+12.239680	1582	  8	  9.21	[FAB2017] NGC4486 S60
    1959	NGC4486_S61   	187.885020	+12.241200	1635	 23	 13.82	[FAB2017] NGC4486 S61
    1960	NGC4486_S62   	187.702210	+12.241790	1264	  9	  8.96	[FAB2017] NGC4486 S62
    1961	NGC4486_S63   	187.632360	+12.243460	1155	 27	  9.85	[FAB2017] NGC4486 S63
    1962	NGC4486_S64   	187.789680	+12.243450	1077	 10	 10.13	[FAB2017] NGC4486 S64
    1963	NGC4486_S65   	187.755630	+12.246660	1567	  6	  9.14	[FAB2017] NGC4486 S65
    1964	NGC4486_S66   	187.517530	+12.249430	1853	 11	 13.93	[FAB2017] NGC4486 S66
    1965	NGC4486_S67   	187.927720	+12.254580	1720	 19	 15.36	[FAB2017] NGC4486 S67
    1966	NGC4486_S68   	187.791060	+12.258910	 710	 15	  9.37	[FAB2017] NGC4486 S68
    1967	NGC4486_S69   	187.723290	+12.258010	1061	 23	  8.05	[FAB2017] NGC4486 S69
    1968	NGC4486_S70   	187.731300	+12.259900	1450	 18	  8.01	[FAB2017] NGC4486 S70
    1969	NGC4486_S71   	187.664650	+12.262140	2035	 10	  8.11	[FAB2017] NGC4486 S71
    1970	NGC4486_S72   	187.727350	+12.270910	1372	 11	  7.32	[FAB2017] NGC4486 S72
    1971	NGC4486_S73   	187.899200	+12.276250	1368	 17	 13.26	[FAB2017] NGC4486 S73
    1972	NGC4486_S74   	187.772200	+12.279530	1319	 15	  7.74	[FAB2017] NGC4486 S74
    1973	NGC4486_S75   	187.474750	+12.279660	1134	 11	 15.11	[FAB2017] NGC4486 S75
    1974	NGC4486_S76   	187.446710	+12.283160	1065	 16	 16.51	[FAB2017] NGC4486 S76
    1975	NGC4486_S77   	187.813290	+12.284940	 958	 14	  8.95	[FAB2017] NGC4486 S77
    1976	NGC4486_S78   	187.790070	+12.286660	 826	 16	  7.97	[FAB2017] NGC4486 S78
    1977	NGC4486_S79   	187.613440	+12.287040	1600	 53	  8.27	[FAB2017] NGC4486 S79
    1978	NGC4486_S80   	187.965030	+12.304050	1060	 14	 16.06	[FAB2017] NGC4486 S80
    1979	NGC4486_S81   	187.334940	+12.303840	1210	 20	 22.36	[FAB2017] NGC4486 S81
    1980	NGC4486_S82   	187.448150	+12.306160	1269	 12	 15.94	[FAB2017] NGC4486 S82
    1981	NGC4486_S83   	187.418290	+12.309820	1093	 15	 17.55	[FAB2017] NGC4486 S83
    1982	NGC4486_S84   	187.902040	+12.314710	1222	 17	 12.37	[FAB2017] NGC4486 S84
    1983	NGC4486_S85   	187.848880	+12.317740	1248	 11	  9.46	[FAB2017] NGC4486 S85
    1984	NGC4486_S86   	187.588040	+12.320120	1417	 16	  8.12	[FAB2017] NGC4486 S86
    1985	NGC4486_S87   	187.894190	+12.326270	1223	 17	 11.70	[FAB2017] NGC4486 S87
    1986	NGC4486_S88   	187.735530	+12.328020	 991	 22	  4.16	[FAB2017] NGC4486 S88
    1987	NGC4486_S89   	187.669370	+12.328380	 929	 21	  4.33	[FAB2017] NGC4486 S89
    1988	NGC4486_S90   	187.625360	+12.328410	1220	 12	  6.04	[FAB2017] NGC4486 S90
    1989	NGC4486_S91   	188.165470	+12.328280	1125	 15	 27.19	[FAB2017] NGC4486 S91
    1990	NGC4486_S92   	187.676740	+12.329610	1324	 22	  4.07	[FAB2017] NGC4486 S92
    1991	NGC4486_S93   	187.714230	+12.329920	 916	 20	  3.70	[FAB2017] NGC4486 S93
    1992	NGC4486_S94   	187.716560	+12.331690	1477	 21	  3.62	[FAB2017] NGC4486 S94
    1993	NGC4486_S95   	187.730180	+12.333400	1700	 21	  3.74	[FAB2017] NGC4486 S95
    1994	NGC4486_S96   	187.712620	+12.333720	1968	 19	  3.47	[FAB2017] NGC4486 S96
    1995	NGC4486_S97   	187.695100	+12.334940	1476	 20	  3.43	[FAB2017] NGC4486 S97
    1996	NGC4486_S98   	187.713200	+12.335320	1723	 18	  3.38	[FAB2017] NGC4486 S98
    1997	NGC4486_S99   	187.706710	+12.337110	1224	 21	  3.24	[FAB2017] NGC4486 S99
    1998	NGC4486_S100  	187.709950	+12.337280	1318	 20	  3.24	[FAB2017] NGC4486 S100
    1999	NGC4486_S101  	187.703840	+12.339210	1369	 18	  3.12	[FAB2017] NGC4486 S101
    2000	NGC4486_S102  	187.721160	+12.339310	1028	 21	  3.23	[FAB2017] NGC4486 S102
    2001	NGC4486_S103  	187.719220	+12.341150	1200	 20	  3.10	[FAB2017] NGC4486 S103
    2002	NGC4486_S104  	187.731450	+12.342340	1084	 19	  3.29	[FAB2017] NGC4486 S104
    2003	NGC4486_S105  	187.692870	+12.342660	1706	 22	  3.01	[FAB2017] NGC4486 S105
    2004	NGC4486_S106  	188.158420	+12.342990	 335	 11	 26.67	[FAB2017] NGC4486 S106
    2005	NGC4486_S107  	187.732360	+12.346320	 853	 18	  3.10	[FAB2017] NGC4486 S107
    2006	NGC4486_S108  	187.678450	+12.346710	1673	 21	  3.11	[FAB2017] NGC4486 S108
    2007	NGC4486_S109  	187.924040	+12.347450	1242	 21	 13.05	[FAB2017] NGC4486 S109
    2008	NGC4486_S110  	187.689010	+12.348860	1018	 18	  2.72	[FAB2017] NGC4486 S110
    2009	NGC4486_S111  	187.737290	+12.350130	1541	 18	  3.07	[FAB2017] NGC4486 S111
    2010	NGC4486_S112  	187.740680	+12.350540	1411	 21	  3.17	[FAB2017] NGC4486 S112
    2011	NGC4486_S113  	187.696750	+12.351860	1739	 21	  2.42	[FAB2017] NGC4486 S113
    2012	NGC4486_S114  	187.718670	+12.353130	2313	 20	  2.40	[FAB2017] NGC4486 S114
    2013	NGC4486_S115  	187.693550	+12.353740	 591	 21	  2.36	[FAB2017] NGC4486 S115
    2014	NGC4486_S116  	187.734720	+12.354830	1367	 19	  2.75	[FAB2017] NGC4486 S116
    2015	NGC4486_S117  	187.608590	+12.355200	1342	  9	  6.10	[FAB2017] NGC4486 S117
    2016	NGC4486_S118  	187.738670	+12.356310	1145	 27	  2.84	[FAB2017] NGC4486 S118
    2017	NGC4486_S119  	187.710750	+12.356290	1402	 29	  2.11	[FAB2017] NGC4486 S119
    2018	NGC4486_S120  	187.715770	+12.357350	 661	 19	  2.11	[FAB2017] NGC4486 S120
    2019	NGC4486_S121  	187.709580	+12.357740	1432	 18	  2.01	[FAB2017] NGC4486 S121
    2020	NGC4486_S122  	187.682800	+12.359640	 989	 21	  2.33	[FAB2017] NGC4486 S122
    2021	NGC4486_S123  	187.769590	+12.360220	 559	 29	  4.17	[FAB2017] NGC4486 S123
    2022	NGC4486_S124  	187.691520	+12.361050	1649	 21	  1.99	[FAB2017] NGC4486 S124
    2023	NGC4486_S125  	187.706040	+12.361020	1230	 19	  1.81	[FAB2017] NGC4486 S125
    2024	NGC4486_S126  	187.821650	+12.361570	1200	 10	  7.01	[FAB2017] NGC4486 S126
    2025	NGC4486_S127  	187.767600	+12.361970	1367	 32	  4.02	[FAB2017] NGC4486 S127
    2026	NGC4486_S128  	187.691260	+12.362340	1464	 29	  1.93	[FAB2017] NGC4486 S128
    2027	NGC4486_S129  	187.717010	+12.363190	1562	 29	  1.80	[FAB2017] NGC4486 S129
    2028	NGC4486_S130  	187.713420	+12.363920	1512	 29	  1.69	[FAB2017] NGC4486 S130
    2029	NGC4486_S131  	187.687400	+12.364520	1186	 29	  1.93	[FAB2017] NGC4486 S131
    2030	NGC4486_S132  	187.694890	+12.364570	1329	 32	  1.72	[FAB2017] NGC4486 S132
    2031	NGC4486_S133  	187.753420	+12.365230	1370	 30	  3.19	[FAB2017] NGC4486 S133
    2032	NGC4486_S134  	187.612610	+12.365100	1371	 11	  5.69	[FAB2017] NGC4486 S134
    2033	NGC4486_S135  	187.740970	+12.365710	1231	 18	  2.56	[FAB2017] NGC4486 S135
    2034	NGC4486_S136  	187.733190	+12.367590	 528	 20	  2.13	[FAB2017] NGC4486 S136
    2035	NGC4486_S137  	187.679160	+12.367710	1538	 19	  2.11	[FAB2017] NGC4486 S137
    2036	NGC4486_S138  	187.550760	+12.368720	 904	 30	  9.19	[FAB2017] NGC4486 S138
    2037	NGC4486_S139  	187.685990	+12.369420	1573	 30	  1.75	[FAB2017] NGC4486 S139
    2038	NGC4486_S140  	187.676740	+12.369570	1758	 20	  2.14	[FAB2017] NGC4486 S140
    2039	NGC4486_S141  	187.734830	+12.369910	1131	 18	  2.12	[FAB2017] NGC4486 S141
    2040	NGC4486_S142  	187.726180	+12.371000	1267	 20	  1.69	[FAB2017] NGC4486 S142
    2041	NGC4486_S143  	187.764390	+12.371760	1489	 29	  3.62	[FAB2017] NGC4486 S143
    2042	NGC4486_S144  	187.725310	+12.372740	1450	 21	  1.58	[FAB2017] NGC4486 S144
    2043	NGC4486_S145  	187.823910	+12.372540	 840	 20	  7.00	[FAB2017] NGC4486 S145
    2044	NGC4486_S146  	187.727680	+12.373410	1644	 18	  1.66	[FAB2017] NGC4486 S146
    2045	NGC4486_S147  	187.755310	+12.373960	1413	 31	  3.07	[FAB2017] NGC4486 S147
    2046	NGC4486_S148  	187.680540	+12.374620	1006	 20	  1.79	[FAB2017] NGC4486 S148
    2047	NGC4486_S149  	187.674690	+12.376720	1631	 24	  2.02	[FAB2017] NGC4486 S149
    2048	NGC4486_S150  	187.741060	+12.377830	2010	 28	  2.21	[FAB2017] NGC4486 S150
    2049	NGC4486_S151  	187.729070	+12.377950	1520	 29	  1.57	[FAB2017] NGC4486 S151
    2050	NGC4486_S152  	187.736790	+12.379010	1847	 18	  1.95	[FAB2017] NGC4486 S152
    2051	NGC4486_S153  	187.671260	+12.380350	1252	 30	  2.13	[FAB2017] NGC4486 S153
    2052	NGC4486_S154  	187.739970	+12.380670	1500	 21	  2.09	[FAB2017] NGC4486 S154
    2053	NGC4486_S155  	187.738890	+12.381100	1597	 26	  2.02	[FAB2017] NGC4486 S155
    2054	NGC4486_S156  	187.730660	+12.382420	1341	 18	  1.54	[FAB2017] NGC4486 S156
    2055	NGC4486_S157  	187.547750	+12.382100	 919	 15	  9.29	[FAB2017] NGC4486 S157
    2056	NGC4486_S158  	187.675670	+12.383160	1810	 19	  1.84	[FAB2017] NGC4486 S158
    2057	NGC4486_S159  	187.745240	+12.383580	1430	 29	  2.35	[FAB2017] NGC4486 S159
    2058	NGC4486_S160  	187.749370	+12.385850	1461	 28	  2.57	[FAB2017] NGC4486 S160
    2059	NGC4486_S161  	187.676470	+12.386010	1414	 29	  1.75	[FAB2017] NGC4486 S161
    2060	NGC4486_S162  	187.739500	+12.386550	1375	 18	  1.99	[FAB2017] NGC4486 S162
    2061	NGC4486_S163  	187.671100	+12.386620	1479	 19	  2.06	[FAB2017] NGC4486 S163
    2062	NGC4486_S164  	187.517490	+12.387540	1387	 19	 11.05	[FAB2017] NGC4486 S164
    2063	NGC4486_S165  	187.772980	+12.390450	1011	 28	  3.93	[FAB2017] NGC4486 S165
    2064	NGC4486_S166  	187.666310	+12.391140	1779	 30	  2.32	[FAB2017] NGC4486 S166
    2065	NGC4486_S167  	187.377750	+12.390920	1511	 27	 19.23	[FAB2017] NGC4486 S167
    2066	NGC4486_S168  	187.732410	+12.391360	1611	 29	  1.55	[FAB2017] NGC4486 S168
    2067	NGC4486_S169  	187.662650	+12.391710	 964	 29	  2.54	[FAB2017] NGC4486 S169
    2068	NGC4486_S170  	187.736550	+12.391710	1907	 29	  1.79	[FAB2017] NGC4486 S170
    2069	NGC4486_S171  	187.673310	+12.392370	1578	 18	  1.91	[FAB2017] NGC4486 S171
    2070	NGC4486_S172  	187.758610	+12.394330	1057	 28	  3.09	[FAB2017] NGC4486 S172
    2071	NGC4486_S173  	187.664530	+12.394480	1105	 29	  2.43	[FAB2017] NGC4486 S173
    2072	NGC4486_S174  	187.731910	+12.394160	2106	 18	  1.53	[FAB2017] NGC4486 S174
    2073	NGC4486_S175  	187.647590	+12.394320	1438	 28	  3.42	[FAB2017] NGC4486 S175
    2074	NGC4486_S176  	187.760710	+12.394360	1954	 30	  3.22	[FAB2017] NGC4486 S176
    2075	NGC4486_S177  	187.841430	+12.394440	1616	 10	  7.94	[FAB2017] NGC4486 S177
    2076	NGC4486_S178  	187.679650	+12.395590	1511	 20	  1.56	[FAB2017] NGC4486 S178
    2077	NGC4486_S179  	187.743440	+12.395780	1089	 31	  2.22	[FAB2017] NGC4486 S179
    2078	NGC4486_S180  	187.676080	+12.396070	 858	 18	  1.77	[FAB2017] NGC4486 S180
    2079	NGC4486_S181  	187.671480	+12.397950	 673	 26	  2.06	[FAB2017] NGC4486 S181
    2080	NGC4486_S182  	187.679180	+12.398810	1470	 18	  1.63	[FAB2017] NGC4486 S182
    2081	NGC4486_S183  	187.733230	+12.399450	1137	 20	  1.68	[FAB2017] NGC4486 S183
    2082	NGC4486_S184  	187.673130	+12.400060	1167	 30	  2.00	[FAB2017] NGC4486 S184
    2083	NGC4486_S185  	187.678170	+12.400680	1160	 29	  1.72	[FAB2017] NGC4486 S185
    2084	NGC4486_S186  	187.737950	+12.400450	1422	 42	  1.96	[FAB2017] NGC4486 S186
    2085	NGC4486_S187  	187.771530	+12.400650	1180	 29	  3.89	[FAB2017] NGC4486 S187
    2086	NGC4486_S188  	187.680310	+12.404090	 904	 20	  1.69	[FAB2017] NGC4486 S188
    2087	NGC4486_S189  	187.661000	+12.404250	1291	 29	  2.75	[FAB2017] NGC4486 S189
    2088	NGC4486_S190  	187.680890	+12.404710	1316	 19	  1.68	[FAB2017] NGC4486 S190
    2089	NGC4486_S191  	187.751540	+12.404840	1672	 30	  2.80	[FAB2017] NGC4486 S191
    2090	NGC4486_S192  	187.675930	+12.405910	1494	 20	  1.97	[FAB2017] NGC4486 S192
