#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T11:47:57 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T11:47:57	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/ApJ/834/57/table1&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_18340057
#Name: J/ApJ/834/57
#Title: Milky Way molecular clouds from ^12^CO (Miville-Deschenes+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apj/834/57	    IVOID of underlying data collection
#INFO	creator=Miville-Deschenes M.-A.	    First author or institution
#INFO	cites=bibcode:2017ApJ...834...57M	    Article or Data origin sources
#INFO	journal=ApJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJ/834/57	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.18340057	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-08-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_ApJ_834_57_table1:
#Name: J/ApJ/834/57/table1
#Title: The molecular clouds catalog
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Cloud	(I4)	[1/8107] Cloud number	[ucd=meta.id;meta.main]
#Column	Ncomp	(I3)	[5/600] Number of Gaussian components	[ucd=meta.number]
#Column	Npix	(I3)	[5/444] Number of pixels on the sky	[ucd=meta.number]
#Column	Area	(D12.5)	[0.07/7] Angular area	[ucd=phys.angArea]
#Column	GLON	(F10.6)	[-179/180] Baricentric Galactic longitude	[ucd=pos.galactic.lon]
#Column	Sigb	(D12.5)	[0.1/1.5] Standard deviation in GLON ({sigma}_l_)	[ucd=phys.angSize;src]
#Column	GLAT	(F10.6)	[-5.2/5] Baricentric Galactic latitude	[ucd=pos.galactic.lat]
#Column	Sigl	(D12.5)	[0.1/1.2] Standard deviation in GLAT ({sigma}_b_)	[ucd=phys.angSize]
#Column	theta	(D12.5)	? Angle with respect to b=0	[ucd=pos.posAng]
#Column	WCO	(D12.5)	[2/13929] Integrated CO emission	[ucd=phot.flux]
#Column	NH2	(D12.5)	Average column density	[ucd=meta.number]
#Column	Sigma	(D12.5)	[1.8/739] Surface density	[ucd=phot.flux.density.sb]
#Column	Vcent	(D12.5)	[-188/185] Centroid velocity	[ucd=spect.dopplerVeloc]
#Column	SigV	(D12.5)	[0.09/17] Velocity standard deviation ({sigma}_V_)	[ucd=phys.veloc.dispersion]
#Column	Rmax	(D12.5)	[0.1/3] Largest eigenvalue of the inertia matrix	[ucd=phys.angSize]
#Column	Rmin	(D12.5)	[0.1/1.5] Smallest eigenvalue of the inertia matrix	[ucd=phys.angSize;src]
#Column	Rang	(D12.5)	[0.1/1.7] Angular radius (1)	[ucd=phys.angSize]
#Column	Rgal	(D12.5)	[0.003/97] Galacto-centric radius	[ucd=phys.size.radius]
#Column	INF	(I1)	Near or far distance flag (0=near; 1=far) (2)	[ucd=meta.code]
#Column	Dnear	(D12.5)	[0.001/88.5] Near kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	Dfar	(D12.5)	[0.01/88.5] Far kinematic distance	[ucd=pos.distance;pos.heliocentric]
#Column	znear	(D12.5)	[-2.8/1.6] Near distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	zfar	(D12.5)	[-2.8/1.6] Far distance to Galactic mid-plane	[ucd=pos.distance;pos.galactocentric]
#Column	Snear	(D12.5)	[/744960] Near derived physical area	[ucd=phys.area]
#Column	Sfar	(D12.5)	[0.003/744960] Far derived physical area	[ucd=phys.area]
#Column	Rnear	(D12.5)	[0.008/470] Near derived physical size	[ucd=phys.angSize]
#Column	Rfar	(D12.5)	[0.03/470] Far derived physical size	[ucd=phys.angSize]
#Column	Mnear	(D12.5)	[0.0003/] Near derived mass	[ucd=phys.mass]
#Column	Mfar	(D12.5)	[0.01/] Far derived mass	[ucd=phys.mass]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F10.6)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F10.6)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Cloud	Ncomp	Npix	Area	GLON	Sigb	GLAT	Sigl	theta	WCO	NH2	Sigma	Vcent	SigV	Rmax	Rmin	Rang	Rgal	INF	Dnear	Dfar	znear	zfar	Snear	Sfar	Rnear	Rfar	Mnear	Mfar	Simbad	_RA.icrs	_DE.icrs
    3644	3644	 66	 56	 8.75000e-01	338.879250	 2.68832e-01	+00.179612	 2.98965e-01	-2.89179e+01	 1.60517e+02	 5.73273e+20	 1.24999e+01	-4.18251e+00	 1.25733e+00	 6.97587e-01	 3.99970e-01	 4.81450e-01	 8.18119e+00	0	 3.42773e-01	 1.55153e+01	 1.07453e-03	 4.86375e-02	 3.13167e+01	 6.41630e+04	 2.88035e+00	 1.30376e+02	 3.91457e+02	 8.02032e+05	Simbad	250.502149	-45.977181
    3645	3645	157	137	 2.14062e+00	326.090460	 3.75821e-01	-00.068296	 4.73717e-01	 1.86827e+01	 4.07284e+02	 5.94575e+20	 1.29644e+01	-4.41536e+00	 3.29866e+00	 9.92272e-01	 6.91371e-01	 7.79862e-01	 8.31918e+00	1	 2.18952e-01	 1.38897e+01	-2.60988e-04	-1.65563e-02	 3.12605e+01	 1.25800e+05	 2.98038e+00	 1.89066e+02	 4.05274e+02	 1.63093e+06	Simbad	236.101661	-54.966437
    3646	3646	149	147	 2.29688e+00	105.831800	 3.97528e-01	+00.669072	 3.43688e-01	 1.79754e+01	 3.90118e+02	 5.30773e+20	 1.15732e+01	-4.29007e+00	 7.79180e-01	 8.78846e-01	 5.76395e-01	 6.63414e-01	 8.81677e+00	0	 9.77038e-01	 9.77038e-01	 1.14091e-02	 1.14091e-02	 6.67907e+02	 6.67907e+02	 1.13134e+01	 1.13134e+01	 7.72984e+03	 7.72984e+03	Simbad	338.208772	+58.860467
    3647	3647	  8	  8	 1.25000e-01	354.628967	 1.59699e-01	+00.523013	 1.25000e-01	 1.39057e+01	 7.30018e+01	 1.82505e+21	 3.97942e+01	-4.83661e+00	 2.04024e+00	 3.33145e-01	 1.75777e-01	 2.17530e-01	 6.92960e+00	0	 1.57897e+00	 1.53471e+01	 1.44131e-02	 1.40091e-01	 9.49321e+01	 8.96847e+03	 5.99477e+00	 5.82674e+01	 3.77774e+03	 3.56893e+05	Simbad	262.529549	-33.192018
    3648	3648	 75	 61	 9.53125e-01	281.451640	 2.98206e-01	+00.464316	 3.17478e-01	-3.30195e+01	 3.02100e+02	 9.90492e+20	 2.15972e+01	-2.35010e+00	 4.37629e+00	 7.82193e-01	 3.83474e-01	 4.86327e-01	 8.53406e+00	0	 3.53924e+00	 3.53924e+00	 2.86811e-02	 2.86811e-02	 3.63684e+03	 3.63684e+03	 3.00418e+01	 3.00418e+01	 7.85455e+04	 7.85455e+04	Simbad	152.542428	-55.532809
    3649	3649	 60	 49	 7.65625e-01	285.349480	 2.73946e-01	+00.655354	 3.05995e-01	 3.53596e+01	 1.91020e+02	 7.79676e+20	 1.70004e+01	-3.52508e+00	 3.81327e+00	 7.44037e-01	 3.48033e-01	 4.48345e-01	 8.48412e+00	1	 6.07442e-02	 4.43955e+00	 6.94782e-04	 5.07789e-02	 8.60562e-01	 4.59675e+03	 4.75338e-01	 3.47406e+01	 1.46299e+01	 7.81466e+04	Simbad	158.681526	-57.473176
    3650	3650	100	 97	 1.51562e+00	119.786100	 2.70846e-01	+01.326168	 5.44819e-01	-4.87719e+01	 2.63180e+02	 5.42638e+20	 1.18320e+01	-3.86651e+00	 2.10297e+00	 1.13966e+00	 4.26506e-01	 5.91846e-01	 8.81656e+00	0	 6.05835e-01	 6.05835e-01	 1.40214e-02	 1.40214e-02	 1.69456e+02	 1.69456e+02	 6.25830e+00	 6.25830e+00	 2.00499e+03	 2.00499e+03	Simbad	005.664312	+64.021985
    3651	3651	 37	 28	 4.37500e-01	079.874090	 1.44219e-01	+01.301942	 2.17851e-01	-1.87106e+00	 1.01662e+02	 7.26156e+20	 1.58334e+01	-5.39296e+00	 5.49276e+00	 4.35781e-01	 2.88319e-01	 3.30881e-01	 8.86032e+00	0	 4.40904e+00	 4.40904e+00	 1.00179e-01	 1.00179e-01	 2.59073e+03	 2.59073e+03	 2.54623e+01	 2.54623e+01	 4.10202e+04	 4.10202e+04	Simbad	307.484698	+41.336167
    3652	3652	 48	 41	 6.40625e-01	120.820100	 2.44756e-01	+01.372327	 2.75884e-01	-4.47781e+00	 1.91560e+02	 9.34442e+20	 2.03750e+01	-4.09260e+00	 2.59305e+00	 5.56317e-01	 4.84336e-01	 5.07231e-01	 8.82979e+00	0	 6.13207e-01	 6.13207e-01	 1.46859e-02	 1.46859e-02	 7.33794e+01	 7.33794e+01	 5.42877e+00	 5.42877e+00	 1.49511e+03	 1.49511e+03	Simbad	008.010212	+64.164511
    3653	3653	141	128	 2.00000e+00	171.794100	 2.38454e-01	+01.123677	 6.27613e-01	 3.27118e+01	 2.86248e+02	 4.47263e+20	 9.75233e+00	-2.52492e+00	 3.90159e+00	 1.26144e+00	 4.60210e-01	 6.44061e-01	 9.41748e+00	0	 9.26216e-01	 9.26216e-01	 1.81637e-02	 1.81637e-02	 5.22649e+02	 5.22649e+02	 1.04120e+01	 1.04120e+01	 5.09705e+03	 5.09705e+03	Simbad	082.296824	+36.464756
    3654	3654	 59	 40	 6.25000e-01	094.437950	 2.82558e-01	+01.564809	 4.10117e-01	-4.87471e+01	 2.21983e+02	 1.10991e+21	 2.42011e+01	-6.50311e+00	 5.52171e+00	 9.49109e-01	 3.02217e-01	 4.42573e-01	 8.90539e+00	0	 2.07957e+00	 2.07957e+00	 5.67881e-02	 5.67881e-02	 8.23345e+02	 8.23345e+02	 1.60636e+01	 1.60636e+01	 1.99259e+04	 1.99259e+04	Simbad	321.135247	+52.593114
    3655	3655	124	 87	 1.35938e+00	091.720720	 4.01778e-01	+01.771749	 2.95456e-01	-1.08884e+00	 5.16793e+02	 1.18803e+21	 2.59044e+01	-2.50529e+00	 3.90832e+00	 8.03871e-01	 5.90483e-01	 6.54436e-01	 8.73437e+00	0	 1.77152e+00	 1.77152e+00	 5.47716e-02	 5.47716e-02	 1.29953e+03	 1.29953e+03	 2.02353e+01	 2.02353e+01	 3.36635e+04	 3.36635e+04	Simbad	317.830747	+50.796697
    3656	3656	118	115	 1.79688e+00	338.794970	 4.80887e-01	+01.735277	 4.46957e-01	-4.90894e+00	 2.13854e+02	 3.71920e+20	 8.10952e+00	-4.52597e+00	 3.37720e-01	 9.81538e-01	 8.72167e-01	 9.07198e-01	 8.14824e+00	0	 3.78715e-01	 1.54775e+01	 1.14681e-02	 4.68685e-01	 7.85054e+01	 1.31122e+05	 5.99692e+00	 2.45085e+02	 6.36641e+02	 1.06334e+06	Simbad	248.769493	-45.001482
    3657	3657	141	115	 1.79688e+00	128.114600	 3.86186e-01	+01.914930	 4.23175e-01	 3.18444e+01	 3.76317e+02	 6.54464e+20	 1.42703e+01	-3.81455e+00	 2.70195e+00	 1.01576e+00	 5.30193e-01	 6.58495e-01	 8.83327e+00	0	 5.24612e-01	 5.24612e-01	 1.75302e-02	 1.75302e-02	 1.50644e+02	 1.50644e+02	 6.02958e+00	 6.02958e+00	 2.14972e+03	 2.14972e+03	Simbad	024.876314	+64.301922
    3658	3658	 40	 38	 5.93750e-01	099.138210	 2.33564e-01	+02.062563	 3.02781e-01	-2.08150e+01	 9.95770e+01	 5.24090e+20	 1.14275e+01	-1.99375e+00	 2.10527e+00	 6.35442e-01	 4.25590e-01	 4.86429e-01	 8.71405e+00	0	 9.97417e-01	 9.97417e-01	 3.58978e-02	 3.58978e-02	 1.79934e+02	 1.79934e+02	 8.46807e+00	 8.46807e+00	 2.05620e+03	 2.05620e+03	Simbad	326.532349	+56.121984
    3659	3659	 56	 44	 6.87500e-01	078.421410	 1.80700e-01	+02.321098	 2.35782e-01	-2.69072e+01	 1.62376e+02	 7.38074e+20	 1.60933e+01	-3.34068e+00	 2.30672e+00	 5.07055e-01	 3.09642e-01	 3.64970e-01	 8.77222e+00	0	 4.46880e+00	 4.46880e+00	 1.80985e-01	 1.80985e-01	 4.18226e+03	 4.18226e+03	 2.84663e+01	 2.84663e+01	 6.73064e+04	 6.73064e+04	Simbad	305.269980	+40.739165
    3660	3660	 50	 41	 6.40625e-01	086.688100	 2.22972e-01	+02.363711	 1.91394e-01	-1.15157e+01	 1.39033e+02	 6.78212e+20	 1.47881e+01	-6.06601e+00	 3.68719e+00	 4.70032e-01	 3.52793e-01	 3.88200e-01	 8.88592e+00	0	 3.13015e+00	 3.13015e+00	 1.29097e-01	 1.29097e-01	 1.91202e+03	 1.91202e+03	 2.12083e+01	 2.12083e+01	 2.82750e+04	 2.82750e+04	Simbad	312.103378	+47.389937
    3661	3661	 43	 38	 5.93750e-01	355.162048	 2.05239e-01	+02.458677	 3.94426e-01	 1.99020e+01	 1.45937e+02	 7.68088e+20	 1.67477e+01	-3.82130e+00	 2.96321e+00	 7.93942e-01	 4.00544e-01	 5.03148e-01	 7.10370e+00	0	 1.40357e+00	 1.55515e+01	 6.02115e-02	 6.67140e-01	 3.56310e+02	 4.37424e+04	 1.23259e+01	 1.36570e+02	 5.96740e+03	 7.32587e+05	Simbad	260.976267	-31.671414
    3662	3662	 16	 16	 2.50000e-01	125.901300	 1.39224e-01	+02.284730	 1.50505e-01	 2.23147e+01	 4.01427e+01	 5.01784e+20	 1.09411e+01	-3.86311e+00	 2.54574e+00	 3.41404e-01	 2.27120e-01	 2.60172e-01	 8.82984e+00	0	 5.44172e-01	 5.44172e-01	 2.16937e-02	 2.16937e-02	 2.25512e+01	 2.25512e+01	 2.47102e+00	 2.47102e+00	 2.46735e+02	 2.46735e+02	Simbad	019.893025	+64.994149
    3663	3663	 74	 73	 1.14062e+00	150.251100	 1.03266e+00	+03.477641	 7.40465e-01	-3.12443e+01	 2.96736e+02	 8.12977e+20	 1.77265e+01	-6.90191e+00	 1.77076e+00	 2.45294e+00	 6.64675e-01	 1.02715e+00	 9.23674e+00	0	 8.39336e-01	 8.39336e-01	 5.09133e-02	 5.09133e-02	 2.44777e+02	 2.44777e+02	 1.50486e+01	 1.50486e+01	 4.33905e+03	 4.33905e+03	Simbad	065.447813	+54.778198
    3664	3664	 24	 17	 2.65625e-01	093.100620	 2.42234e-01	+03.165869	 3.93924e-01	-2.36090e+01	 2.71094e+02	 3.18934e+21	 6.95420e+01	-4.13615e+00	 1.90658e+00	 8.03913e-01	 4.57318e-01	 5.51927e-01	 8.80304e+00	0	 1.87868e+00	 1.87868e+00	 1.03753e-01	 1.03753e-01	 2.85582e+02	 2.85582e+02	 1.80978e+01	 1.80978e+01	 1.98599e+04	 1.98599e+04	Simbad	317.706176	+52.755811
    3665	3665	188	137	 2.14062e+00	082.565340	 5.33199e-01	+03.385957	 4.16585e-01	 2.66346e+01	 3.81162e+02	 5.56441e+20	 1.21329e+01	-3.13919e+00	 3.37197e+00	 1.23593e+00	 5.51227e-01	 7.21471e-01	 8.76183e+00	0	 3.49957e+00	 3.49957e+00	 2.06691e-01	 2.06691e-01	 7.98594e+03	 7.98594e+03	 4.40690e+01	 4.40690e+01	 9.68927e+04	 9.68927e+04	Simbad	307.330362	+44.736214
    3666	3666	  5	  5	 7.81250e-02	128.759200	 1.25000e-01	+03.219488	 1.25000e-01	-9.22725e+00	 2.39716e+01	 9.58865e+20	 2.09076e+01	-4.36218e+00	 9.68341e-01	 1.95970e-01	 1.25000e-01	 1.45212e-01	 8.86498e+00	0	 5.66356e-01	 5.66356e-01	 3.18071e-02	 3.18071e-02	 7.63351e+00	 7.63351e+00	 1.43539e+00	 1.43539e+00	 1.59598e+02	 1.59598e+02	Simbad	026.981019	+65.450161
    3667	3667	 79	 61	 9.53125e-01	132.164100	 3.21692e-01	+03.848548	 3.62400e-01	-1.60956e+01	 3.02599e+02	 9.92127e+20	 2.16328e+01	-4.59384e+00	 3.11374e+00	 7.75520e-01	 5.81247e-01	 6.39889e-01	 8.89080e+00	0	 5.68644e-01	 5.68644e-01	 3.81670e-02	 3.81670e-02	 9.38830e+01	 9.38830e+01	 6.35098e+00	 6.35098e+00	 2.03095e+03	 2.03095e+03	Simbad	035.209763	+65.105416
    3668	3668	 18	 17	 2.65625e-01	130.376100	 1.47898e-01	+03.362971	 3.84837e-01	 6.37355e+01	 4.59061e+01	 5.40072e+20	 1.17760e+01	-5.17417e+00	 2.96433e+00	 8.05260e-01	 1.77340e-01	 2.93663e-01	 8.91669e+00	0	 6.24761e-01	 6.24761e-01	 3.66493e-02	 3.66493e-02	 3.15830e+01	 3.15830e+01	 3.20217e+00	 3.20217e+00	 3.71921e+02	 3.71921e+02	Simbad	030.813260	+65.191567
    3669	3669	  8	  6	 9.37500e-02	091.800240	 1.52834e-01	+04.168237	 1.77678e-01	-1.80360e+01	 1.54172e+02	 5.13906e+21	 1.12055e+02	-4.37369e+00	 2.02647e+00	 3.80037e-01	 2.74377e-01	 3.05849e-01	 8.81274e+00	0	 2.08065e+00	 2.08065e+00	 1.51233e-01	 1.51233e-01	 1.23631e+02	 1.23631e+02	 1.11068e+01	 1.11068e+01	 1.38534e+04	 1.38534e+04	Simbad	315.049683	+52.461253
    3670	3670	  8	  6	 9.37500e-02	090.958790	 1.77227e-01	+04.335467	 2.16478e-01	 4.16731e+01	 8.33518e+01	 2.77840e+21	 6.05815e+01	-4.74649e+00	 1.86061e+00	 5.22082e-01	 2.01293e-01	 2.76566e-01	 8.82848e+00	0	 2.25426e+00	 2.25426e+00	 1.70413e-01	 1.70413e-01	 1.45123e+02	 1.45123e+02	 1.08814e+01	 1.08814e+01	 8.79175e+03	 8.79175e+03	Simbad	313.952269	+51.932418
    3671	3671	 66	 58	 9.06250e-01	119.213100	 2.77767e-01	+04.315362	 2.52396e-01	 2.43216e+01	 2.60344e+02	 8.97738e+20	 1.95747e+01	-2.00438e+00	 1.72247e+00	 6.50979e-01	 3.73711e-01	 4.49655e-01	 8.72538e+00	0	 4.45395e-01	 4.45395e-01	 3.35143e-02	 3.35143e-02	 5.47641e+01	 5.47641e+01	 3.49552e+00	 3.49552e+00	 1.07199e+03	 1.07199e+03	Simbad	003.366135	+66.912531
    3672	3672	 32	 25	 3.90625e-01	130.110000	 1.79986e-01	+04.504307	 1.71479e-01	 4.80683e+00	 1.23465e+02	 9.87718e+20	 2.15367e+01	-3.99643e+00	 2.44332e+00	 3.68821e-01	 3.33421e-01	 3.44827e-01	 8.84883e+00	0	 5.28814e-01	 5.28814e-01	 4.15299e-02	 4.15299e-02	 3.32754e+01	 3.32754e+01	 3.18263e+00	 3.18263e+00	 7.16641e+02	 7.16641e+02	Simbad	030.959355	+66.361837
    3673	3673	 51	 41	 6.40625e-01	107.388500	 4.66942e-01	+04.358292	 3.73174e-01	 2.55987e+00	 2.74598e+02	 1.33951e+21	 2.92072e+01	-7.29762e+00	 2.48128e+00	 9.36426e-01	 7.43158e-01	 8.02685e-01	 8.95361e+00	0	 1.25416e+00	 1.25416e+00	 9.53076e-02	 9.53076e-02	 3.06949e+02	 3.06949e+02	 1.75713e+01	 1.75713e+01	 8.96511e+03	 8.96511e+03	Simbad	337.054409	+62.824454
    3674	3674	 16	 13	 2.03125e-01	121.269600	 1.25000e-01	+04.591103	 1.25000e-01	-1.25053e+01	 5.56504e+01	 8.56160e+20	 1.86681e+01	-5.23226e+00	 2.70316e+00	 2.62817e-01	 2.06825e-01	 2.24020e-01	 8.88726e+00	0	 7.08774e-01	 7.08774e-01	 5.67332e-02	 5.67332e-02	 3.10839e+01	 3.10839e+01	 2.77124e+00	 2.77124e+00	 5.80278e+02	 5.80278e+02	Simbad	008.542972	+67.407107
    3675	3675	 36	 34	 5.31250e-01	119.804400	 2.51524e-01	+04.569897	 2.05134e-01	 5.49010e+00	 1.51099e+02	 8.88819e+20	 1.93802e+01	-2.87302e+00	 2.09659e+00	 5.09453e-01	 4.02288e-01	 4.35237e-01	 8.76773e+00	0	 5.17296e-01	 5.17296e-01	 4.12156e-02	 4.12156e-02	 4.33045e+01	 4.33045e+01	 3.92962e+00	 3.92962e+00	 8.39251e+02	 8.39251e+02	Simbad	004.776569	+67.245108
    3676	3676	 25	 24	 3.75000e-01	127.034300	 1.94603e-01	+04.561160	 1.48335e-01	-6.11072e+00	 9.26073e+01	 7.71728e+20	 1.68271e+01	-2.68068e+00	 2.04978e+00	 3.94190e-01	 2.90015e-01	 3.21254e-01	 8.76971e+00	0	 4.37695e-01	 4.37695e-01	 3.48069e-02	 3.48069e-02	 2.18842e+01	 2.18842e+01	 2.45416e+00	 2.45416e+00	 3.68248e+02	 3.68248e+02	Simbad	023.417607	+67.095920
    3677	3677	114	 83	 1.29688e+00	114.223900	 2.95964e-01	+04.363703	 3.42800e-01	 2.86910e+01	 2.23041e+02	 5.37447e+20	 1.17188e+01	-4.62849e+00	 4.87749e+00	 7.81720e-01	 4.57537e-01	 5.46975e-01	 8.84246e+00	0	 7.69341e-01	 7.69341e-01	 5.85372e-02	 5.85372e-02	 2.33826e+02	 2.33826e+02	 7.34475e+00	 7.34475e+00	 2.74015e+03	 2.74015e+03	Simbad	351.281164	+65.765531
    3678	3678	 84	 78	 1.21875e+00	277.333480	 4.43223e-01	-02.916778	 4.78942e-01	 3.69462e+01	 2.17060e+02	 5.56564e+20	 1.21356e+01	-1.58719e+00	 3.38324e+00	 1.20262e+00	 5.06978e-01	 6.76139e-01	 8.56611e+00	0	 2.60668e+00	 2.60668e+00	-1.32642e-01	-1.32642e-01	 2.52259e+03	 2.52259e+03	 3.07625e+01	 3.07625e+01	 3.06131e+04	 3.06131e+04	Simbad	143.118246	-55.567590
    3679	3679	 44	 36	 5.62500e-01	083.409520	 3.19103e-01	-02.720982	 1.96439e-01	-1.11904e+00	 1.86543e+02	 1.03635e+21	 2.25971e+01	-7.83159e-01	 2.53607e+00	 6.38402e-01	 3.92559e-01	 4.61638e-01	 8.66315e+00	0	 2.91582e+00	 2.91582e+00	-1.38421e-01	-1.38421e-01	 1.45680e+03	 1.45680e+03	 2.34936e+01	 2.34936e+01	 3.29195e+04	 3.29195e+04	Simbad	314.624357	+41.612914
    3680	3680	 44	 31	 4.84375e-01	082.332660	 1.99422e-01	-02.673463	 1.80692e-01	 1.15711e+01	 1.53755e+02	 9.91970e+20	 2.16294e+01	-4.79930e-01	 3.63120e+00	 4.24716e-01	 3.30591e-01	 3.59386e-01	 8.65067e+00	0	 3.10476e+00	 3.10476e+00	-1.44818e-01	-1.44818e-01	 1.42231e+03	 1.42231e+03	 1.94748e+01	 1.94748e+01	 3.07638e+04	 3.07638e+04	Simbad	313.649312	+40.824603
    3681	3681	 31	 22	 3.43750e-01	271.310210	 1.53400e-01	-02.111674	 1.52648e-01	-1.88474e+01	 1.55206e+02	 1.41097e+21	 3.07654e+01	-6.74978e-02	 2.72293e+00	 3.54682e-01	 2.48058e-01	 2.79457e-01	 8.62813e+00	0	 1.68960e+00	 1.68960e+00	-6.22571e-02	-6.22571e-02	 2.98927e+02	 2.98927e+02	 8.24099e+00	 8.24099e+00	 9.19661e+03	 9.19661e+03	Simbad	136.995700	-50.726874
    3682	3682	 61	 51	 7.96875e-01	188.466100	 7.72718e-01	-02.474053	 5.47020e-01	-2.89259e+01	 2.16516e+02	 8.49083e+20	 1.85138e+01	 9.23561e-01	 2.38324e+00	 1.80020e+00	 5.87001e-01	 8.52838e-01	 8.89442e+00	0	 3.98939e-01	 3.98939e-01	-1.72210e-02	-1.72210e-02	 3.86331e+01	 3.86331e+01	 5.93858e+00	 5.93858e+00	 7.15246e+02	 7.15246e+02	Simbad	088.838191	+20.399375
    3683	3683	 46	 41	 6.40625e-01	185.201100	 2.39761e-01	-02.288566	 4.81846e-01	-4.42964e+01	 2.17857e+02	 1.06272e+21	 2.31720e+01	-2.25165e-01	 2.07486e+00	 9.97266e-01	 4.05099e-01	 5.46988e-01	 8.53070e+00	0	 3.08521e-02	 3.08521e-02	-1.23200e-03	-1.23200e-03	 1.85751e-01	 1.85751e-01	 2.94546e-01	 2.94546e-01	 4.30422e+00	 4.30422e+00	Simbad	087.222930	+23.302702
    3684	3684	 17	 16	 2.50000e-01	090.495020	 2.46839e-01	-02.091793	 2.13209e-01	 3.08327e+01	 9.35185e+01	 1.16898e+21	 2.54890e+01	 6.91670e-01	 1.77068e+00	 6.01252e-01	 2.53075e-01	 3.37690e-01	 8.60274e+00	0	 1.25503e+00	 1.25503e+00	-4.58094e-02	-4.58094e-02	 1.19952e+02	 1.19952e+02	 7.39700e+00	 7.39700e+00	 3.05745e+03	 3.05745e+03	Simbad	320.745921	+47.221969
    3685	3685	137	100	 1.56250e+00	188.222800	 2.79062e-01	-01.239469	 3.64052e-01	 5.83662e+00	 5.28290e+02	 1.05658e+21	 2.30382e+01	-1.37929e-01	 3.00288e+00	 7.31217e-01	 5.54039e-01	 6.07728e-01	 8.59168e+00	0	 9.26473e-02	 9.26473e-02	-2.00407e-03	-2.00407e-03	 4.08547e+00	 4.08547e+00	 9.82733e-01	 9.82733e-01	 9.41217e+01	 9.41217e+01	Simbad	089.851565	+21.227677
    3686	3686	 17	 13	 2.03125e-01	276.766670	 1.57060e-01	-01.085863	 1.25000e-01	-1.34232e+01	 5.34646e+01	 8.22532e+20	 1.79349e+01	-1.06787e+00	 4.08928e+00	 3.26529e-01	 1.70039e-01	 2.11352e-01	 8.58719e+00	0	 2.58090e+00	 2.58090e+00	-4.89099e-02	-4.89099e-02	 4.12155e+02	 4.12155e+02	 9.52042e+00	 9.52042e+00	 7.39195e+03	 7.39195e+03	Simbad	144.523673	-53.831532
    3687	3687	 16	 15	 2.34375e-01	074.857530	 1.91280e-01	-00.902129	 1.25000e-01	-2.56751e+00	 9.10532e+01	 1.21404e+21	 2.64716e+01	-1.32245e+00	 2.84777e+00	 3.83169e-01	 2.32201e-01	 2.74393e-01	 8.68716e+00	0	 5.07526e+00	 5.07526e+00	-7.99073e-02	-7.99073e-02	 1.83901e+03	 1.83901e+03	 2.43059e+01	 2.43059e+01	 4.86815e+04	 4.86815e+04	Simbad	306.046616	+35.973155
    3688	3688	215	174	 2.71875e+00	187.239000	 3.54515e-01	-00.409330	 4.16417e-01	 9.75874e+00	 6.05721e+02	 6.96232e+20	 1.51810e+01	 2.53817e-01	 2.64401e+00	 8.52615e-01	 6.85116e-01	 7.36931e-01	 8.71389e+00	0	 2.15574e-01	 2.15574e-01	-1.54008e-03	-1.54008e-03	 3.84874e+01	 3.84874e+01	 2.77284e+00	 2.77284e+00	 5.84276e+02	 5.84276e+02	Simbad	090.100771	+22.493887
