#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T03:04:39 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T03:04:39	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/AJ/160/271/table1&-out.max=unlimited&-out=AGC,Flag,RAJ2000,DEJ2000,RVel,Dist,e_Dist,b/a,e_b/a,imag	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51600271
#Name: J/AJ/160/271
#Title: A catalog of ~30000 galaxies with ALFALFA-SDSS (Durbala+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/160/271	    IVOID of underlying data collection
#INFO	creator=Durbala A.	    First author or institution
#INFO	cites=bibcode:2020AJ....160..271D	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2020	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/160/271	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51600271	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-12-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_AJ_160_271_table1:
#Name: J/AJ/160/271/table1
#Title: Basic optical properties of cross-listed objects in the ALFALFA-SDSS catalog
#Column	AGC	(I6)	[1/749512] AGC catalog identifier	[ucd=meta.id;meta.main]
#Column	Flag	(I1)	[0/3] Photometry flag (1)	[ucd=meta.code.error]
#Column	RAJ2000	(F10.6)	[0.003/360] Right Ascension (J2000) (2)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	[-0.21/36.4] Declination (J2000) (2)	[ucd=pos.eq.dec;meta.main]
#Column	RVel	(I5)	[-430/17823] HI profile midpoint heliocentric radial velocity	[ucd=spect.dopplerVeloc;spect.line;pos.heliocentric]
#Column	Dist	(F5.1)	[0.3/260] Distance from Haynes+, 2018, J/ApJ/861/49	[ucd=pos.distance]
#Column	e_Dist	(F4.1)	[0/30.9] Uncertainty in Dist	[ucd=stat.error]
#Column	b/a	(F5.2)	[0.05/1]? Axial ratio b/a from SDSS r band	[ucd=phys.angSize;arith.ratio]
#Column	e_b/a	(F6.2)	[0.01/865]? Uncertainty in b/a (4)	[ucd=stat.error]
#Column	imag	(F5.2)	[9.58/30.89]? SDSS i band cmodel magnitude	[ucd=phot.mag;em.opt.I]
AGC	Flag	RAJ2000	DEJ2000	RVel	Dist	e_Dist	b/a	e_b/a	imag
198347	2	136.399580	+09.26389	 2473	 38.1	 2.4	 0.52	  0.11	20.23
198348	1	137.928330	+08.65056	 9221	136.1	 2.3	 0.85	  0.05	17.51
198349	2	138.005830	+10.00694	14830	216.2	 2.2	 0.28	  0.13	20.61
198350	1	138.497910	+09.67361	 9096	134.3	 2.3	 0.86	  0.07	17.96
198351	1	138.872090	+11.77389	 5155	 76.0	 2.2	 0.36	  0.01	16.91
198352	1	139.027070	+10.71639	14404	210.1	 2.3	 0.86	  0.05	18.52
198353	2	139.095830	+10.59111	14479	211.2	 2.2	 0.74	  0.07	18.77
198354	2	139.128740	+09.17333	 1295	 20.7	 2.5	 0.51	  0.05	18.14
198355	1	139.481260	+10.01639	14328	209.1	 2.3	 0.50	  0.01	16.19
198356	1	140.315000	+10.29472	11840	173.6	 2.3	 0.98	  0.01	14.16
198357	1	140.400420	+09.56389	16842	245.1	 2.3	 0.39	  0.01	14.64
198358	1	142.020830	+09.73361	 9862	145.4	 2.3	 0.79	  0.01	16.12
198359	1	143.366240	+09.53333	14976	218.5	 2.2	 0.84	  0.01	15.33
198378	3	135.442920	+08.71722	 3947	 59.4	 2.4	     	      	
198419	3	141.398740	+11.48695	 2848	 43.6	 2.2	     	      	
198420	3	141.400010	+11.47278	 2882	 44.0	 2.3	     	      	
198425	2	146.750840	+30.66167	 1396	 22.2	 2.3	 0.32	  0.02	16.72
198426	1	135.980830	+04.57583	17260	250.9	 2.4	 0.92	  0.01	15.30
198427	1	136.627090	+05.18639	 3892	 58.8	 2.3	 0.67	  0.02	17.86
198428	2	136.830000	+05.91417	 5384	 79.4	 2.3	 0.74	  0.09	19.64
198429	1	143.339580	+05.46972	10462	154.1	 2.1	 0.26	  0.03	18.82
198430	1	144.347920	+04.09861	 2016	 31.4	 2.3	 0.91	  0.06	17.80
198431	1	144.728330	+04.63472	13461	197.0	 2.2	 0.20	  0.01	16.82
198432	1	146.212100	+04.58083	 6356	 95.6	 2.2	 0.74	  0.01	16.43
198433	1	146.359160	+05.20833	 3152	 48.1	 2.3	 0.45	  0.02	17.55
198434	1	146.886670	+03.98194	 5009	 74.3	 2.3	 0.89	  0.06	17.47
198435	1	149.220000	+05.20944	17512	255.0	 2.2	 0.34	  0.01	15.41
198436	3	149.277920	+05.12917	 5354	 79.0	 2.3	     	      	
198437	2	149.349170	+05.66111	 2168	 33.6	 2.2	 0.66	  0.58	21.53
198438	2	149.425420	+05.87917	12581	184.6	 2.3	 0.48	  0.09	24.36
198450	1	135.377500	+06.28333	 9740	143.4	 2.4	 0.43	  0.02	16.94
198451	2	138.716670	+07.24639	 3647	 55.2	 2.3	 0.35	  0.02	17.28
198452	2	139.172910	+06.43528	 5619	 82.6	 2.2	 0.43	  0.09	18.51
198453	1	141.324580	+07.04917	 8398	124.5	 2.3	 0.92	  0.04	17.50
198454	2	142.047070	+07.54361	 1374	 22.0	 2.2	 0.45	  0.07	18.72
198455	1	145.747500	+07.28528	 7609	113.4	 2.4	 0.21	  0.01	16.70
198456	1	146.676670	+07.13528	 1886	 29.5	 2.2	 0.38	  0.03	18.24
198457	1	148.247920	+07.25611	 6457	 97.0	 2.3	 0.15	  0.01	18.01
198473	1	144.383760	+35.17028	 6742	 99.8	 2.3	 0.44	  0.02	17.53
198477	2	141.335010	+03.11500	 5267	 77.9	 2.3	 0.78	  0.20	20.13
198478	1	146.467910	+10.36556	12027	176.5	 2.2	 0.88	  0.07	18.52
198482	2	139.657910	+28.03972	 8214	121.1	 2.3	 0.99	  0.01	18.24
198484	2	141.979170	+28.00250	 9819	144.1	 2.2	 0.65	  0.07	18.94
198494	1	140.939160	+01.72194	 1660	 26.1	 2.4	 0.26	  0.01	16.74
198504	1	149.341250	+36.08028	12687	184.9	 2.4	 0.52	  0.01	13.76
198507	1	138.857500	+25.41944	  502	  7.4	 2.4	 0.88	  0.07	18.66
198508	1	140.736660	+24.94611	  519	  7.7	 2.3	 0.41	  0.02	17.70
198510	1	149.134170	+24.85028	11382	166.8	 2.3	 0.53	  0.02	17.79
198512	3	144.675840	+23.88611	 6262	 93.6	 2.4	     	      	
198513	3	148.906680	+24.78833	 6532	 97.5	 2.2	     	      	
198515	1	137.890000	+02.05389	 3709	 56.3	 2.4	 0.68	  0.04	18.31
198516	1	139.995000	+00.96028	 5370	 79.3	 2.4	 0.53	  0.01	15.40
198517	1	142.361250	+01.87556	 6898	103.2	 2.4	 0.44	  0.03	17.48
198518	1	145.262920	+00.31194	 9093	134.7	 2.2	 0.12	  0.01	17.70
198519	1	145.731250	+00.24944	 7565	112.9	 2.3	 0.63	  0.02	16.04
198520	1	148.116240	+00.97806	 2977	 45.5	 2.3	 0.46	  0.02	17.42
198525	3	139.993740	+00.86750	 5146	 76.3	 2.2	     	      	
198537	1	138.449160	+03.73694	 3708	 56.3	 2.4	 0.51	  0.04	18.35
198538	1	140.132490	+03.30917	 3505	 53.4	 2.4	 0.53	  0.06	18.46
198539	2	140.605830	+03.25861	 3468	 52.8	 2.3	 0.86	  0.16	20.07
198540	2	141.307920	+03.31306	 4209	 63.3	 2.3	 0.95	  0.11	18.85
198541	2	141.349580	+02.58333	 1630	 25.7	 2.5	 0.49	  0.07	18.90
198542	1	141.405840	+02.65444	 1630	 25.7	 2.2	 0.56	  0.03	18.05
198543	2	143.840420	+02.98611	 5633	 82.9	 2.4	 0.75	  0.18	19.17
198544	2	144.422070	+02.77833	 4922	 73.2	 2.2	 0.28	  0.01	21.45
198546	1	144.553740	+02.94361	 5641	 83.0	 2.3	 0.72	  0.04	17.64
198547	1	146.458760	+03.66972	 7211	107.8	 2.3	 0.58	  0.03	18.15
198548	2	147.287920	+03.06639	 3147	 48.1	 2.4	 0.17	  0.01	24.36
198549	1	147.823330	+03.23750	10275	151.6	 2.3	 0.65	  0.04	18.15
198550	1	148.559160	+02.47972	 7285	109.0	 2.3	 0.15	  0.01	17.90
198558	1	147.922090	+20.37444	 2705	 41.2	 2.3	 0.58	  0.03	17.38
198559	1	136.070400	+29.66055	 6584	 97.6	 2.3	 0.36	  0.02	17.68
198560	2	136.835830	+29.17611	 6915	102.4	 2.2	 0.65	  0.54	21.63
198561	2	137.885830	+28.34778	 6481	 96.2	 2.4	 0.50	  0.05	21.05
198562	1	138.427490	+28.42528	 2017	 30.8	 2.1	 0.95	  0.08	18.33
198563	2	138.667500	+28.51083	 6413	 95.3	 2.3	 0.90	  0.21	19.45
198564	2	138.982500	+29.92417	 7320	108.2	 2.3	 0.45	  0.04	18.88
198565	1	139.948330	+29.42944	 6892	102.1	 2.2	 0.79	  0.10	18.35
198566	1	142.505830	+28.81750	 6834	101.4	 2.4	 0.47	  0.03	19.38
198567	1	142.907070	+29.42555	 1606	 25.1	 2.3	 0.36	  0.02	17.79
198568	1	146.244600	+29.26556	 1561	 24.6	 2.2	 0.69	  0.04	17.65
198569	1	146.443330	+28.54472	 5036	 73.7	 2.3	 0.43	  0.03	18.22
198570	2	147.065840	+28.21056	 6639	 98.8	 2.2	 0.80	  0.12	18.76
198579	3	138.797930	+29.75945	 6227	 92.6	 2.2	     	      	
198580	3	143.028760	+28.31306	 8185	120.8	 2.5	     	      	
198583	3	149.172500	+29.01056	  501	  7.2	 2.3	     	      	
198587	1	148.459580	+17.11083	 8461	125.4	 2.3	 0.36	  0.01	14.28
198588	1	136.902510	+17.95750	 6235	 93.1	 2.2	 0.82	  0.02	16.38
198589	2	137.023330	+17.93722	 8266	122.1	 2.2	 0.62	  0.08	17.99
198590	1	137.208760	+17.22722	 4031	 60.0	 2.5	 0.81	  0.03	18.77
198591	1	140.171660	+16.98472	 8509	125.8	 2.2	 0.37	  0.01	15.54
198592	1	140.747920	+16.38778	 8379	124.0	 2.4	 0.40	  0.02	17.89
198593	1	140.833330	+16.67167	11544	169.2	 2.1	 0.68	  0.01	16.09
198594	1	141.518750	+17.37361	12759	186.5	 2.2	 0.69	  0.02	17.82
198595	1	142.082080	+16.68917	 4078	 60.8	 2.2	 0.45	  0.01	17.18
198596	2	147.031680	+16.26056	 3797	 56.9	 2.3	 0.96	  0.12	19.12
198597	2	147.268750	+16.88667	 3800	 56.9	 2.3	 0.74	  0.08	18.61
198598	2	147.764160	+16.90306	 3775	 56.6	 2.2	 0.59	  0.15	22.13
198599	1	149.823750	+17.48167	10342	152.3	 2.4	 0.54	  0.01	15.96
198660	1	137.893340	+19.97500	 8216	121.4	 2.3	 0.52	  0.03	17.19
198661	1	138.964160	+18.71278	 4171	 61.9	 2.3	 0.23	  0.01	17.58
198662	1	140.340000	+20.02695	11446	167.6	 2.4	 0.81	  0.02	17.10
198663	1	141.432920	+19.16833	 5966	 89.4	 2.2	 0.45	  0.02	17.56
198664	1	143.466670	+19.72750	12695	185.6	 2.2	 0.88	  0.05	17.79
198665	1	144.807070	+19.63194	 5958	 89.4	 2.3	 0.48	  0.05	17.81
198666	3	149.261250	+19.78083	 6043	 90.8	 2.3	     	      	
198667	1	145.095840	+19.21889	 7934	117.7	 2.3	 0.68	  0.07	18.30
198668	1	145.845830	+19.03028	 5978	 89.8	 2.2	 0.37	  0.04	19.10
198686	2	135.951250	+31.78361	 1980	 30.0	 2.4	 0.46	  0.44	20.76
198687	1	140.405410	+30.58167	 1744	 26.9	 2.4	 0.45	  0.03	17.78
198691	2	145.884990	+33.44944	  514	  7.7	 2.3	 0.57	  0.06	19.82
198695	1	140.991260	+21.04222	 8073	119.4	 2.3	 0.39	  0.02	17.75
198696	1	141.110000	+20.63389	 8127	120.2	 2.4	 0.61	  0.01	16.27
198697	1	144.463330	+20.78056	 6038	 90.5	 2.2	 0.42	  0.02	17.81
198698	1	144.793730	+21.70194	 7716	114.4	 2.4	 0.77	  0.07	18.65
198699	2	145.566240	+21.09833	 7710	114.4	 2.2	 0.76	  0.10	17.61
198700	1	146.657070	+21.46389	 7120	106.0	 2.2	 0.25	  0.01	17.57
198701	1	147.579160	+20.54972	 7565	112.4	 2.2	 0.59	  0.01	16.70
198702	2	149.483320	+20.72194	 3519	 52.7	 2.3	 0.27	  0.02	19.02
198709	1	142.347500	+35.88222	 1698	 26.2	 2.1	 0.65	  0.04	17.41
198712	1	149.792920	+36.03972	  550	  8.3	 2.2	 0.37	  0.02	17.98
198753	3	145.853330	+31.96722	 1642	 25.7	 2.3	     	      	
198770	2	142.183750	+36.01667	 9351	137.0	 2.3	 0.71	  0.10	19.70
198771	1	142.940000	+34.14611	 5239	 76.2	 2.2	 0.53	  0.05	18.27
198772	1	143.124590	+36.04306	 5784	 86.1	 2.3	 0.23	  0.01	17.75
198773	1	143.892910	+34.90195	 6570	 97.4	 2.2	 0.87	  0.08	18.59
198774	1	144.259580	+35.70639	 6887	101.9	 2.4	 0.58	  0.01	15.04
198775	1	145.083760	+35.01194	12700	185.0	 2.4	 0.77	  0.01	16.07
198780	1	145.387080	+35.62972	 5998	 89.2	 2.4	 0.39	  0.02	17.94
198781	1	147.265000	+34.83361	 6568	 97.5	 2.5	 0.62	  0.03	16.95
198788	1	137.976260	+22.48917	10695	156.7	 2.3	 0.53	  0.01	15.86
198789	1	140.697910	+23.34583	 9858	144.8	 2.3	 0.33	  0.02	18.23
198790	1	141.164580	+23.20389	 9396	138.3	 2.3	 0.71	  0.01	14.66
198791	1	139.498760	+22.73833	 6206	 92.6	 2.3	 0.68	  0.04	17.79
198797	2	140.674580	+30.52000	 6961	103.1	 2.2	 0.41	  0.06	19.04
198798	1	143.410830	+31.65278	 8106	119.5	 2.4	 0.55	  0.02	17.80
198799	2	145.794160	+30.62278	 4355	 63.9	 2.1	 0.46	  0.04	18.49
198800	1	146.403750	+30.89083	10227	149.9	 2.0	 0.76	  0.05	17.45
198801	1	147.117510	+31.28722	 4392	 64.4	 2.3	 0.43	  0.03	18.90
198802	2	147.694580	+30.79667	 4412	 64.8	 2.4	 0.70	  0.19	19.35
198811	2	138.901250	+33.19473	 3413	 50.2	 2.3	 0.67	  0.11	19.20
198812	3	149.810000	+31.70889	 6437	 95.8	 2.2	     	      	
198813	1	139.592500	+32.88028	 7932	116.8	 2.4	 0.27	  0.01	15.50
198814	2	139.946670	+33.60000	 4456	 65.0	 2.3	 0.60	  0.08	18.92
198815	1	140.686680	+33.53250	 7631	112.5	 2.3	 0.23	  0.02	18.66
198816	1	141.158740	+33.58833	12587	183.3	 2.3	 0.59	  0.04	17.71
198818	1	143.056670	+32.71584	 6956	103.0	 2.3	 0.22	  0.01	17.99
198819	2	144.178760	+32.84389	 6818	101.1	 2.3	 0.80	  0.18	20.12
198820	1	144.597920	+32.32639	 6634	 98.5	 2.4	 0.52	  0.03	17.97
198821	1	145.389590	+32.43889	 6874	101.9	 2.3	 0.37	  0.04	19.35
198826	1	143.981250	+33.78556	 6912	102.3	 2.4	 0.85	  0.06	17.72
198827	3	149.677080	+35.65556	 7474	110.4	 2.4	     	      	
200001	1	150.671660	+14.61972	 9044	133.9	 2.4	 0.76	  0.01	14.69
200003	1	150.705020	+13.16167	11657	171.2	 2.3	 0.81	  0.01	14.59
200005	1	150.704590	+12.16083	 6524	 97.9	 2.3	 0.70	  0.01	15.54
200006	1	150.707090	+11.72861	 7118	106.4	 2.4	 0.48	  0.01	14.93
200012	1	150.883350	+33.75611	 6180	 92.1	 2.1	 0.73	  0.01	14.34
200019	1	150.959590	+33.40111	 5194	 75.8	 2.2	 0.52	  0.01	14.73
200024	1	150.990420	+14.22167	 8902	131.9	 2.4	 0.78	  0.01	13.71
200029	1	151.138340	+10.41417	 9259	137.1	 2.3	 0.28	  0.01	14.82
200036	1	151.207080	+11.91278	 9293	137.5	 2.2	 0.53	  0.01	14.18
200042	1	151.345410	+11.72889	 9284	137.4	 2.3	 0.72	  0.01	14.22
200046	1	151.479160	+29.13889	14940	217.5	 2.4	 0.91	  0.01	14.93
200055	1	151.575840	+28.94500	 1367	 22.1	 2.4	 0.79	  0.01	13.67
200060	1	151.580000	+14.08500	 8422	125.0	 2.3	 0.86	  0.01	14.42
200065	1	151.671250	+28.17250	 4696	 69.0	 2.3	 0.50	  0.01	14.77
200068	1	151.619580	+12.87083	 9224	136.5	 2.3	 0.92	  0.01	14.49
200075	1	151.692930	+11.66361	 6888	103.2	 2.4	 0.57	  0.01	15.22
200088	1	151.883760	+14.60833	11926	175.1	 2.3	 0.67	  0.01	14.46
200090	1	151.960420	+34.31528	 6138	 91.5	 2.3	 0.76	  0.01	13.39
200091	1	151.943760	+29.33750	15256	222.0	 2.3	 0.79	  0.01	14.89
200093	1	151.999180	+30.53778	 6192	 92.4	 2.4	 0.64	  0.01	14.08
200099	1	151.987490	+13.22722	 2758	 54.2	10.6	 0.15	  0.01	15.89
200102	1	152.017490	+14.80417	 8976	132.9	 2.3	 0.82	  0.01	13.71
200103	1	152.123750	+33.34639	 8713	128.3	 2.3	 0.83	  0.01	14.72
200110	1	152.241670	+32.01056	 1451	 21.9	 4.3	 0.47	  0.01	15.76
200111	1	152.208760	+13.23056	 6938	103.9	 2.3	 0.22	  0.01	15.41
200119	1	152.326660	+12.60417	 9207	136.3	 2.2	 0.44	  0.01	14.51
200128	1	152.500840	+11.91667	 8451	125.5	 2.3	 0.78	  0.01	13.93
200129	1	152.534590	+17.69139	10332	152.2	 2.3	 0.83	  0.01	15.06
200138	1	152.660420	+16.68500	 5133	 75.6	 2.4	 0.52	  0.01	14.58
200139	1	152.750000	+09.84722	 8341	124.0	 2.3	 0.53	  0.01	13.46
200141	1	152.779590	+09.75111	 7759	115.7	 2.2	 0.89	  0.01	15.90
200146	1	152.781250	-00.04194	10054	148.7	 2.4	 0.31	  0.01	14.76
200148	1	152.889160	+28.97833	11305	165.6	 2.3	 0.64	  0.01	15.60
200150	1	152.909590	+08.61195	16328	238.1	 2.2	 0.63	  0.01	14.76
200157	1	153.121660	+11.45500	12782	187.4	 2.3	 0.96	  0.01	14.99
200159	1	153.187910	+29.05222	14887	216.8	 2.4	 0.73	  0.01	15.05
200162	1	153.220000	+22.72194	 1285	 21.8	 4.4	 0.47	  0.01	14.69
200170	1	153.302080	+12.65778	 9512	140.7	 2.5	 0.58	  0.01	14.42
200175	1	153.449580	+29.54667	14635	213.1	 2.2	 0.43	  0.01	15.36
200180	1	153.451660	+18.12611	 3596	 54.0	 2.3	 0.82	  0.01	14.58
200182	1	153.512080	+29.64028	15056	219.2	 2.3	 0.63	  0.01	15.48
200192	1	153.533340	+10.14806	 8330	123.9	 2.4	 0.71	  0.01	14.88
200199	1	153.644590	+11.86611	 8820	130.8	 2.3	 0.92	  0.01	14.25
200202	1	153.693760	+12.59639	12146	178.3	 2.2	 0.88	  0.01	14.59
200203	1	153.712510	+13.33861	11738	172.5	 2.2	 0.82	  0.01	14.64
200207	1	153.795430	+28.84833	 5077	 74.4	 2.2	 0.74	  0.01	14.69
200209	1	153.811250	+21.10972	 6167	 92.6	 2.4	 1.00	  0.01	14.33
200210	1	153.815000	+10.81083	 9325	138.1	 2.3	 0.53	  0.01	14.82
200217	1	153.999590	+04.95472	 9605	142.2	 2.3	 0.67	  0.01	14.17
200231	1	154.302920	+13.19194	 5087	 75.1	 2.2	 0.42	  0.01	14.56
200232	1	154.360020	+29.37000	  450	  6.2	 2.2	 0.75	  0.02	15.83
200233	1	154.333330	+15.48917	 9705	143.4	 2.2	 0.81	  0.01	14.51
200239	1	154.445850	+09.13667	13266	194.4	 2.2	 0.26	  0.01	14.85
200241	1	154.563320	+07.03861	 3657	 56.5	 4.4	 0.47	  0.01	14.68
200243	1	154.597090	+13.27806	 5468	 80.4	 2.3	 0.95	  0.01	15.51
200248	1	154.691670	+34.83361	10548	154.5	 2.2	 0.88	  0.01	14.31
200250	1	154.657910	+13.22639	 5493	 80.7	 2.4	 0.27	  0.01	14.83
200254	1	154.733340	+13.15750	 7046	105.5	 2.3	 0.88	  0.01	13.79
200255	1	154.756260	+21.28361	 1083	 21.8	 4.4	 0.55	  0.01	14.57
200259	1	155.039580	+13.33028	 8613	127.8	 2.3	 0.85	  0.01	14.88
200261	1	155.171660	+13.96778	 5541	114.3	21.7	 0.87	  0.01	13.99
200262	1	155.208330	+11.37222	 9619	142.3	 2.5	 0.64	  0.01	14.28
200267	1	155.384170	+09.37361	 6817	102.3	 2.3	 0.92	  0.01	15.19
200268	1	155.390010	+11.96222	 7748	115.5	 2.4	 0.77	  0.01	14.42
200273	1	155.447080	+12.91889	 8519	126.5	 2.3	 0.54	  0.01	14.56
200283	1	155.519590	+12.68639	 7705	114.9	 2.2	 0.76	  0.01	15.17
200292	1	155.629170	+13.20000	 9823	145.1	 2.2	 0.65	  0.01	16.18
200294	1	155.659180	+12.88139	 8618	127.9	 2.4	 0.69	  0.02	16.41
200305	1	155.761250	+13.23333	 9543	141.1	 2.3	 0.36	  0.01	14.49
200306	1	155.802920	+29.86139	11236	164.6	 2.3	 0.49	  0.01	14.66
200308	1	155.779160	+12.85000	14027	205.2	 2.3	 0.56	  0.01	15.42
200309	1	155.793330	+17.96278	 3512	 52.8	 2.2	 0.63	  0.01	13.95
200329	1	155.885820	+10.95944	 9557	141.4	 2.3	 0.78	  0.01	14.15
200336	1	155.990830	+12.68611	13623	199.5	 2.2	 0.77	  0.01	14.96
200344	1	156.193740	+34.64861	11103	162.4	 2.4	 0.68	  0.01	13.46
200346	1	156.179580	+11.08917	14265	208.7	 2.3	 0.87	  0.01	15.00
200351	1	156.287080	+13.60139	 5579	 81.9	 2.3	 0.91	  0.01	14.52
200359	1	156.448760	+13.74889	 9723	143.7	 2.2	 0.79	  0.01	14.78
200360	1	156.470410	+12.71083	 9729	143.8	 2.5	 0.48	  0.01	13.97
200365	1	156.557080	+11.04222	 9494	140.5	 2.3	 0.91	  0.01	14.54
200373	1	156.628750	+12.53333	 9976	147.4	 2.3	 0.56	  0.01	14.08
200376	1	156.650420	+12.04028	 9394	139.1	 2.3	 0.62	  0.01	13.91
200377	1	156.651660	+10.93500	10087	149.0	 2.3	 0.53	  0.01	14.35
200394	1	156.795840	+10.02389	 9712	143.7	 2.3	 0.87	  0.01	13.56
200400	1	156.885820	+16.95250	10370	152.9	 2.4	 0.71	  0.01	14.28
200405	1	156.888750	+09.90361	 9743	144.1	 2.3	 0.89	  0.01	14.43
200411	1	157.006240	+32.76389	 6507	 96.9	 2.2	 0.56	  0.01	14.27
200417	1	157.003330	+11.04083	10286	151.9	 2.4	 0.62	  0.01	15.72
200426	1	157.200410	+04.23472	 2158	 33.3	 2.2	 0.60	  0.01	15.69
200428	1	157.229580	+12.58000	 9906	146.4	 2.3	 0.65	  0.01	15.64
200434	1	157.455020	+16.18083	 3269	 49.4	 2.3	 0.67	  0.01	15.15
200445	1	157.880000	+12.49556	 9967	147.3	 2.2	 0.78	  0.01	13.81
200448	1	158.070420	+12.05611	 9533	141.1	 2.3	 0.68	  0.01	13.90
200449	1	158.117100	+27.17028	12072	176.7	 2.2	 0.62	  0.01	14.19
200452	1	158.162510	+12.17778	 9878	146.0	 2.4	 0.45	  0.01	14.16
200456	1	158.292920	+11.89056	 9823	145.2	 2.3	 0.40	  0.01	14.85
200457	1	158.308750	+11.84361	10092	149.1	 2.3	 0.83	  0.01	15.28
200461	1	158.414990	+28.98389	16466	239.4	 2.4	 0.85	  0.01	15.02
200463	1	158.385830	+11.87556	10115	149.4	 2.2	 0.47	  0.01	15.52
200466	1	158.389160	+11.87139	10113	149.4	 2.4	 0.52	  0.01	14.04
200484	1	159.081250	+13.44611	 6647	 99.8	 2.3	 0.86	  0.01	13.84
200487	1	159.149190	+05.91056	 3510	 53.0	 2.3	 0.73	  0.01	13.52
200489	1	159.225850	+09.66833	 9691	143.4	 2.1	 0.16	  0.01	14.92
200491	1	159.272090	+12.77028	 9957	147.1	 2.4	 0.89	  0.01	14.30
200494	1	159.335420	+13.27833	 6977	104.5	 2.1	 0.37	  0.01	14.69
200495	1	159.340420	+09.77083	 9705	143.6	 2.3	 0.32	  0.01	14.66
200496	1	159.347090	+12.15639	 2857	 45.4	 4.3	 0.48	  0.01	14.65
200499	1	159.533330	+10.38083	 1175	 11.1	 2.3	 0.85	  0.01	13.68
200502	1	159.657910	+11.21750	16308	237.9	 2.1	 0.71	  0.01	13.68
200503	1	159.697490	+12.14389	 9848	145.6	 2.3	 0.57	  0.01	14.27
200505	1	159.844570	+12.99833	 7219	108.0	 2.2	 0.55	  0.01	16.00
200506	1	159.926670	+26.72722	 5816	 87.4	 2.3	 0.48	  0.01	14.03
200510	1	159.938750	+11.64694	 8965	133.0	 2.3	 0.78	  0.01	14.01
200512	2	159.981660	+13.90944	 1007	 11.1	 2.3	 0.45	  0.39	21.32
200525	1	160.286670	+10.56556	13562	198.7	 2.4	 0.96	  0.01	15.01
200532	1	160.501240	+12.33528	  772	 11.1	 2.3	 0.39	  0.01	15.07
200534	1	160.544590	+12.49750	 9769	144.5	 2.4	 0.35	  0.01	14.67
200535	1	160.598330	+28.02417	11623	170.3	 2.3	 0.87	  0.01	14.21
200539	1	160.685840	+26.84361	 6067	 91.0	 2.1	 0.53	  0.01	13.70
200543	1	160.772900	+13.51167	 1256	 17.5	 3.5	 0.60	  0.01	15.68
200548	1	160.874980	+12.08806	 7980	118.9	 2.2	 0.84	  0.01	14.26
200549	1	160.912920	+12.06083	 7920	118.1	 2.2	 0.93	  0.01	14.49
200551	1	160.941650	+11.49361	 6584	 99.0	 2.3	 0.56	  0.01	14.84
200553	1	161.095410	+30.72445	10374	152.3	 2.3	 0.93	  0.01	13.56
200559	1	161.225010	+27.46889	13284	194.1	 2.4	 0.71	  0.01	14.08
200564	1	161.359570	+13.44417	 3147	 46.1	 4.2	 0.67	  0.01	16.10
200565	1	161.457080	+27.62000	13325	194.6	 2.2	 0.76	  0.01	13.86
200566	1	161.464160	+09.72250	10059	148.7	 2.3	 0.65	  0.01	14.55
200569	1	161.544160	+13.29167	10432	153.9	 2.2	 0.87	  0.01	14.13
200571	1	161.673320	+13.00667	 6527	 98.2	 2.3	 0.56	  0.06	18.29
200578	1	161.848340	+30.36222	 8816	130.1	 2.3	 0.56	  0.01	15.72
200580	1	161.968770	+26.25111	 6615	 98.9	 2.4	 0.41	  0.01	14.19
200581	1	161.974590	+10.89778	 2799	 42.7	 2.1	 0.55	  0.01	14.97
200583	1	162.032500	+14.69389	 6563	 98.6	 2.2	 0.41	  0.01	14.62
200584	1	162.032500	+09.71056	 9382	139.0	 2.1	 0.37	  0.01	15.28
200585	1	162.057920	+13.21694	 5484	 94.2	19.0	 0.72	  0.01	14.47
200589	1	162.142070	+12.98306	10768	158.7	 2.3	 0.53	  0.01	13.34
200590	1	162.194580	+26.76972	 6439	 96.3	 2.2	 0.67	  0.01	14.10
200591	1	162.183750	+26.05361	 7635	113.5	 2.3	 0.78	  0.01	14.43
200598	1	162.236660	+12.19444	 1321	 17.5	 3.5	 0.58	  0.01	15.99
