#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2026-09-03T05:40:47 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-03T05:40:47	  Query execution date
#INFO	request=https://vizier.cfa.harvard.edu/viz-bin/asu-tsv?-source=J/A+A/627/A4&-out.max=unlimited&-out.all	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36270004
#Name: J/A+A/627/A4
#Title: Praesepe (NGC 2632) and its tidal tails (Roeser+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/a+a/627/a4	    IVOID of underlying data collection
#INFO	creator=Roeser S.	    First author or institution
#INFO	cites=bibcode:2019A&A...627A...4R	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/627/A4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36270004	    Dataset identifier that can be used for citation
#INFO	publication_date=2021-02-05	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_627_A4_stars:
#Name: J/A+A/627/A4/stars
#Title: All the stars shown in Figures 2 and 3
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Source	(I19)	Gaia DR2 source id (source_id)	[ucd=meta.id;meta.main]
#Column	RAICRS	(F12.8)	Gaia DR2 right ascension (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	Gaia DR2 declination (ICRS at Ep=2015.5) rounded to 10^-8^ degrees	[ucd=pos.eq.dec;meta.main]
#Column	Gmag	(F8.4)	G-band mean magnitude (Vega) (phot_g_mean_mag)	[ucd=phot.mag;em.opt.V]
#Column	dvpar	(F6.2)	Velocity parallel to the convergent point (1)	[ucd=phys.veloc]
#Column	vpero	(F6.2)	Velocity perpendicular to the convergent point (2)	[ucd=phys.veloc]
#Column	pcont	(E9.2)	Probability of being contaminated (3)	[ucd=stat.fit.goodness]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2015.5 (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
recno	Source	RAICRS	DEICRS	Gmag	dvpar	vpero	pcont	Simbad	_RA.icrs	_DE.icrs
    1084	 689340090641453440	131.47153791	+22.91200687	 14.1142	 -5.08	  1.17	 1.14e-01	Simbad	131.47153791	+22.91200687
    1085	 661072059007752320	131.49634317	+19.25345480	 16.7962	  1.50	 -1.68	 1.14e-01	Simbad	131.49634317	+19.25345480
    1086	 661749525673249280	131.49715138	+20.21934851	 18.7763	 -0.67	  0.42	 0.00e+00	Simbad	131.49715138	+20.21934851
    1087	 660066349465717504	131.49992352	+17.82740494	 17.1364	 -0.05	 -0.18	 0.00e+00	Simbad	131.49992352	+17.82740494
    1088	 660178942032517760	131.50775647	+18.51343289	 18.2538	  2.00	 -0.93	 0.00e+00	Simbad	131.50775647	+18.51343289
    1089	 658335615083984128	131.51118689	+17.02152588	 16.9061	  0.78	  0.11	 0.00e+00	Simbad	131.51118689	+17.02152588
    1090	 661150154396988032	131.51310550	+19.52971369	 16.2451	 -0.75	 -0.24	 0.00e+00	Simbad	131.51310550	+19.52971369
    1091	 660088610279891584	131.53387044	+18.04087212	 17.9634	 -0.93	 -0.10	 0.00e+00	Simbad	131.53387044	+18.04087212
    1092	 664991817960938112	131.53810113	+21.60796790	 17.2581	  1.72	 -0.09	 0.00e+00	Simbad	131.53810113	+21.60796790
    1093	5750220864357585024	131.54014020	-09.42656241	 18.0815	  0.93	 -2.07	 5.61e-01	Simbad	131.54014020	-09.42656241
    1094	 661150124333238656	131.54190926	+19.52879395	 14.4217	  0.23	 -0.14	 0.00e+00	Simbad	131.54190926	+19.52879395
    1095	 661806086098496000	131.55428346	+20.72862515	 12.6139	  0.48	  0.77	 0.00e+00	Simbad	131.55428346	+20.72862515
    1096	 661855735920427648	131.55738119	+20.85684598	 13.6052	  0.04	 -0.38	 0.00e+00	Simbad	131.55738119	+20.85684598
    1097	 661156858841945856	131.56426551	+19.70910220	  8.3222	 -0.31	  0.49	 0.00e+00	Simbad	131.56426551	+19.70910220
    1098	 660089366194194176	131.56531237	+18.09716324	 18.5040	  0.00	 -0.31	 0.00e+00	Simbad	131.56531237	+18.09716324
    1099	 660194820527281792	131.57593038	+18.71914043	 17.1594	  2.65	 -0.07	 0.00e+00	Simbad	131.57593038	+18.71914043
    1100	 661866451862557312	131.58340089	+21.00887423	 17.9756	 -0.84	  0.03	 0.00e+00	Simbad	131.58340089	+21.00887423
    1101	 910489880858454656	131.59579988	+38.75147433	 11.5486	 -1.52	  0.43	 0.00e+00	Simbad	131.59579988	+38.75147433
    1102	 705152820196381184	131.59742918	+28.62284572	 17.1133	  1.31	  0.53	 0.00e+00	Simbad	131.59742918	+28.62284572
    1103	 661179158312129024	131.59935749	+19.96778837	 16.4154	  1.80	  0.68	 0.00e+00	Simbad	131.59935749	+19.96778837
    1104	 660069235683735680	131.60948764	+17.84563803	 17.6065	  0.70	  0.47	 0.00e+00	Simbad	131.60948764	+17.84563803
    1105	 661060479775918592	131.61405181	+19.20901458	 18.1292	  2.54	 -0.16	 0.00e+00	Simbad	131.61405181	+19.20901458
    1106	 665104346103922688	131.62025405	+22.35210362	  8.1463	  0.48	  0.12	 0.00e+00	Simbad	131.62025405	+22.35210362
    1107	 661152735673342976	131.62660970	+19.64865333	 17.4539	  1.57	  0.43	 0.00e+00	Simbad	131.62660970	+19.64865333
    1108	 661046765943861632	131.63308394	+18.97373465	 18.9712	 -3.02	  0.04	 0.00e+00	Simbad	131.63308394	+18.97373465
    1109	 660295357121694080	131.63748027	+18.90665551	 12.8854	  0.58	  0.48	 0.00e+00	Simbad	131.63748027	+18.90665551
    1110	 660288863131147264	131.63847164	+18.76091258	  9.0789	  0.29	  0.06	 0.00e+00	Simbad	131.63847164	+18.76091258
    1111	 660118473188717824	131.63963765	+18.23594876	 12.8507	 -0.54	 -0.15	 0.00e+00	Simbad	131.63963765	+18.23594876
    1112	 661061098251203968	131.64510662	+19.25717926	 16.6976	  1.55	  0.28	 0.00e+00	Simbad	131.64510662	+19.25717926
    1113	 661800554180621184	131.65771717	+20.61429901	 18.3585	 -3.55	  0.56	 0.00e+00	Simbad	131.65771717	+20.61429901
    1114	 661105525392825856	131.66211633	+19.61904458	 16.7272	  0.99	 -0.48	 0.00e+00	Simbad	131.66211633	+19.61904458
    1115	 664993531651217152	131.66651339	+21.57478818	 19.1241	 -0.47	 -0.45	 0.00e+00	Simbad	131.66651339	+21.57478818
    1116	 661061231393869056	131.66782511	+19.27504164	 17.8111	  0.96	  0.22	 0.00e+00	Simbad	131.66782511	+19.27504164
    1117	 661098550366013696	131.67821735	+19.42615959	 17.0097	 -0.27	  0.00	 0.00e+00	Simbad	131.67821735	+19.42615959
    1118	 661111538347104512	131.69700512	+19.64467418	 10.5886	  0.15	  0.29	 0.00e+00	Simbad	131.69700512	+19.64467418
    1119	 661864566373175680	131.70867015	+21.02018445	 12.7344	 -0.19	  0.10	 0.00e+00	Simbad	131.70867015	+21.02018445
    1120	1013753435957830912	131.71929476	+46.97238952	 15.7141	 -0.10	 -0.25	 5.61e-01	Simbad	131.71929476	+46.97238952
    1121	 660302744465435904	131.72360039	+19.04907215	 17.6815	  1.92	 -0.70	 0.00e+00	Simbad	131.72360039	+19.04907215
    1122	 661541374377652992	131.74757108	+19.91646250	 18.8022	  4.05	  0.08	 0.00e+00	Simbad	131.74757108	+19.91646250
    1123	3075493799968761600	131.76662101	+00.67274932	 15.0114	  1.43	 -1.16	 1.14e-01	Simbad	131.76662101	+00.67274932
    1124	 665054283965182208	131.76754062	+22.27371359	 14.3293	  0.50	 -0.24	 0.00e+00	Simbad	131.76754062	+22.27371359
    1125	 660297796663113344	131.77052331	+18.92845208	 17.5266	  0.13	 -0.05	 0.00e+00	Simbad	131.77052331	+18.92845208
    1126	 660302538307005312	131.77168530	+19.03602515	 18.5167	  1.20	 -0.14	 0.00e+00	Simbad	131.77168530	+19.03602515
    1127	 660114418739656576	131.78781381	+18.19365617	 16.0303	 -0.88	 -0.26	 0.00e+00	Simbad	131.78781381	+18.19365617
    1128	 661959979070168320	131.79958693	+21.13009488	 17.8527	 -0.24	 -0.28	 0.00e+00	Simbad	131.79958693	+21.13009488
    1129	1013838991706311680	131.80012901	+47.44719244	 15.9790	 -1.10	  0.44	 0.00e+00	Simbad	131.80012901	+47.44719244
    1130	 610194902914961664	131.80866799	+16.39643404	 10.5096	  0.80	  0.38	 0.00e+00	Simbad	131.80866799	+16.39643404
    1131	 661960739280845568	131.82934813	+21.18387667	 17.6999	 -0.68	  0.38	 0.00e+00	Simbad	131.82934813	+21.18387667
    1132	 661079652509975936	131.83064272	+19.21440609	 17.1124	 -0.63	 -0.41	 0.00e+00	Simbad	131.83064272	+19.21440609
    1133	 710062929887679488	131.83756439	+32.68991799	 16.6478	 -0.51	  0.59	 0.00e+00	Simbad	131.83756439	+32.68991799
    1134	 661789971381262592	131.83999067	+20.65606200	 15.1429	 -0.07	 -0.31	 0.00e+00	Simbad	131.83999067	+20.65606200
    1135	 610194662397070080	131.84845778	+16.41364564	 18.1106	  0.04	  1.12	 0.00e+00	Simbad	131.84845778	+16.41364564
    1136	 662017669071110400	131.91765826	+21.72354485	 18.0769	  0.30	  0.49	 0.00e+00	Simbad	131.91765826	+21.72354485
    1137	 660298621296880256	131.92400222	+18.94125519	 16.3588	  1.08	  0.38	 0.00e+00	Simbad	131.92400222	+18.94125519
    1138	 716094541439727104	131.92989984	+33.10718267	 12.6563	 -0.31	  0.20	 0.00e+00	Simbad	131.92989984	+33.10718267
    1139	 609760119082030592	131.93000852	+15.12256781	 18.7445	 -2.49	 -0.47	 0.00e+00	Simbad	131.93000852	+15.12256781
    1140	 660123420991093504	131.93781413	+18.35660526	 15.4089	  0.14	 -0.70	 0.00e+00	Simbad	131.93781413	+18.35660526
    1141	 660225160176260992	131.95343539	+18.60537500	 16.7334	  0.89	  0.31	 0.00e+00	Simbad	131.95343539	+18.60537500
    1142	 660327960217390848	131.96035614	+19.15302297	 17.4118	  1.54	 -0.74	 0.00e+00	Simbad	131.96035614	+19.15302297
    1143	 610005241455493632	131.97192172	+15.69691695	 17.4874	  1.25	  0.19	 0.00e+00	Simbad	131.97192172	+15.69691695
    1144	 660327685339473152	131.97417705	+19.13144111	 17.4663	 -0.39	  0.15	 0.00e+00	Simbad	131.97417705	+19.13144111
    1145	 661485337940766208	131.97513390	+19.73269445	 17.6238	 -0.29	 -0.53	 0.00e+00	Simbad	131.97513390	+19.73269445
    1146	 661591475172494464	132.00083720	+20.40181985	 17.7451	  1.56	  0.06	 0.00e+00	Simbad	132.00083720	+20.40181985
    1147	 661490693763838976	132.00519714	+19.82749090	 17.4716	 -0.03	  0.51	 0.00e+00	Simbad	132.00519714	+19.82749090
    1148	 660225916090501376	132.00707149	+18.67707183	 10.2462	  0.73	 -0.07	 0.00e+00	Simbad	132.00707149	+18.67707183
    1149	 661091609698913024	132.02048598	+19.47047130	 16.1557	  0.78	  0.01	 0.00e+00	Simbad	132.02048598	+19.47047130
    1150	 661492274311844352	132.03088586	+19.91639144	 17.3845	  2.00	  0.27	 0.00e+00	Simbad	132.03088586	+19.91639144
    1151	 689130461877120256	132.06136087	+22.55897408	 14.9790	 -0.95	 -0.19	 0.00e+00	Simbad	132.06136087	+22.55897408
    1152	 660230348496832128	132.09373744	+18.61238758	 15.8612	 -0.23	 -0.23	 0.00e+00	Simbad	132.09373744	+18.61238758
    1153	 661488052360088704	132.09807574	+19.83655328	 16.5696	 -0.66	  0.29	 0.00e+00	Simbad	132.09807574	+19.83655328
    1154	 660325795553877376	132.10587893	+19.16089256	 17.6592	 -1.04	  0.19	 0.00e+00	Simbad	132.10587893	+19.16089256
    1155	 689132145504296064	132.10826888	+22.60864660	 17.3331	  2.44	 -0.51	 0.00e+00	Simbad	132.10826888	+22.60864660
    1156	 660204406894385920	132.11582216	+18.34547852	 11.2607	 -0.10	 -0.59	 0.00e+00	Simbad	132.11582216	+18.34547852
    1157	 660309646476713216	132.12512555	+18.95090293	 18.6942	 -0.32	  0.10	 0.00e+00	Simbad	132.12512555	+18.95090293
    1158	 659887915048535680	132.13309529	+17.72824917	 17.3578	 -1.21	  0.17	 0.00e+00	Simbad	132.13309529	+17.72824917
    1159	 689079295930859008	132.17997662	+22.49964910	 18.5206	 -0.59	 -0.72	 0.00e+00	Simbad	132.17997662	+22.49964910
    1160	 704840627613020672	132.19906637	+27.69334125	 13.2765	 -0.18	  0.48	 0.00e+00	Simbad	132.19906637	+27.69334125
    1161	 661573608108602752	132.20457350	+20.22420595	 15.1561	  0.12	 -0.36	 0.00e+00	Simbad	132.20457350	+20.22420595
    1162	 661598175321463936	132.20810043	+20.44327610	 15.1863	  0.70	 -0.34	 0.00e+00	Simbad	132.20810043	+20.44327610
    1163	 661892015508042368	132.21401000	+20.90423588	 18.4224	 -1.56	 -0.12	 0.00e+00	Simbad	132.21401000	+20.90423588
    1164	 689285355577523584	132.23422917	+23.33231707	 14.1395	 -1.15	 -0.57	 0.00e+00	Simbad	132.23422917	+23.33231707
    1165	 689503157663182080	132.23651866	+23.83940378	 18.2725	  2.27	 -0.07	 0.00e+00	Simbad	132.23651866	+23.83940378
    1166	 689080468457854464	132.24470454	+22.49128722	 16.9722	  4.33	 -0.64	 0.00e+00	Simbad	132.24470454	+22.49128722
    1167	 661699566613242880	132.24945269	+20.69873997	 17.9292	  4.27	 -0.08	 0.00e+00	Simbad	132.24945269	+20.69873997
    1168	 661997882157921664	132.26021798	+21.55663703	 16.4483	  1.20	  0.35	 0.00e+00	Simbad	132.26021798	+21.55663703
    1169	 661470460174102144	132.27778776	+19.68645101	 11.7213	 -0.37	 -0.31	 0.00e+00	Simbad	132.27778776	+19.68645101
    1170	 706928359675451136	132.28209881	+31.59856144	 18.4498	 -1.79	  0.90	 0.00e+00	Simbad	132.28209881	+31.59856144
    1171	 689053874020371712	132.29557723	+22.20365647	 17.3946	  1.76	 -0.51	 0.00e+00	Simbad	132.29557723	+22.20365647
    1172	 610158378513683712	132.33473545	+16.44842432	 17.7856	 -1.34	  0.75	 0.00e+00	Simbad	132.33473545	+16.44842432
    1173	 689060883406994048	132.34185175	+22.27273364	 15.9285	  2.36	 -0.74	 0.00e+00	Simbad	132.34185175	+22.27273364
    1174	 661527600418921600	132.35005639	+20.23507206	 17.5499	  1.09	 -0.13	 0.00e+00	Simbad	132.35005639	+20.23507206
    1175	 661588004838893568	132.39108300	+20.50803074	  9.2260	  0.21	 -0.02	 0.00e+00	Simbad	132.39108300	+20.50803074
    1176	 598905186242902656	132.40386362	+11.56367821	 16.0552	 -4.43	  0.99	 5.61e-01	Simbad	132.40386362	+11.56367821
    1177	 598905186241101312	132.40470282	+11.56343116	 16.2371	 -5.24	  0.86	 5.61e-01	Simbad	132.40470282	+11.56343116
    1178	 689998320149113088	132.41176848	+24.83037066	 18.0779	  2.41	  0.60	 0.00e+00	Simbad	132.41176848	+24.83037066
    1179	 610136701814354560	132.45132250	+16.13093311	 12.2919	  0.08	 -0.11	 0.00e+00	Simbad	132.45132250	+16.13093311
    1180	 661479045812908032	132.46423388	+19.83315947	 18.7107	  2.35	 -0.56	 0.00e+00	Simbad	132.46423388	+19.83315947
    1181	 705058811951963264	132.48190940	+28.87695271	 16.4906	  0.18	 -0.01	 0.00e+00	Simbad	132.48190940	+28.87695271
    1182	 660317068180478336	132.49723702	+19.16688833	 16.8762	  1.05	  0.18	 0.00e+00	Simbad	132.49723702	+19.16688833
    1183	 660019998178653440	132.49974580	+18.36495761	 11.0359	  0.50	  0.03	 0.00e+00	Simbad	132.49974580	+18.36495761
    1184	 689484706483549312	132.50820704	+23.64882388	 17.3223	  2.55	 -0.47	 0.00e+00	Simbad	132.50820704	+23.64882388
    1185	 689288718536008064	132.53085134	+23.38497204	 15.7255	  0.69	  0.34	 0.00e+00	Simbad	132.53085134	+23.38497204
    1186	 661528184534528896	132.54257982	+20.14854772	 14.2878	 -0.14	  0.46	 0.00e+00	Simbad	132.54257982	+20.14854772
    1187	1029711743427385600	132.54654639	+53.39754769	 18.5914	 -1.19	  0.64	 1.00e-06	Simbad	132.54654639	+53.39754769
    1188	 660700561516668288	132.57710676	+19.42847271	 12.4797	 -3.90	 -0.08	 0.00e+00	Simbad	132.57710676	+19.42847271
    1189	 705082103557520256	132.62332078	+28.95254598	 15.1636	 -0.24	  0.25	 0.00e+00	Simbad	132.62332078	+28.95254598
    1190	 661690736160492928	132.64680736	+20.71038218	 17.4644	  1.31	 -0.23	 0.00e+00	Simbad	132.64680736	+20.71038218
    1191	 661504506378724224	132.65034347	+19.95180251	 18.4312	 -0.81	  0.05	 0.00e+00	Simbad	132.65034347	+19.95180251
    1192	 608854946134244864	132.69878550	+14.21714756	 18.7701	  0.09	  0.32	 0.00e+00	Simbad	132.69878550	+14.21714756
    1193	 660751581432060800	132.70751126	+19.81009748	 16.5341	 -1.12	  0.81	 0.00e+00	Simbad	132.70751126	+19.81009748
    1194	1010346148205963904	132.72499742	+45.46943520	 13.5924	 -2.12	  0.13	 4.70e-05	Simbad	132.72499742	+45.46943520
    1195	 717926254795705856	132.72924668	+36.82628724	 18.8453	  0.44	  0.47	 0.00e+00	Simbad	132.72924668	+36.82628724
    1196	 660733095892705792	132.73680420	+19.61604140	 16.4334	 -0.07	  0.25	 0.00e+00	Simbad	132.73680420	+19.61604140
    1197	 660247150408836864	132.74722532	+18.84302863	 17.7971	  0.13	  0.58	 0.00e+00	Simbad	132.74722532	+18.84302863
    1198	 660627753231184128	132.74935840	+19.00985410	 17.7132	  0.88	  0.11	 0.00e+00	Simbad	132.74935840	+19.00985410
    1199	 659950282269629568	132.75151291	+18.05098565	 16.1457	  0.77	  0.49	 0.00e+00	Simbad	132.75151291	+18.05098565
    1200	 608252409466588416	132.77464439	+13.52535615	 18.6276	  2.70	 -0.76	 0.00e+00	Simbad	132.77464439	+13.52535615
    1201	 581109629200491008	132.81962815	+03.08869281	 15.9471	  1.99	 -1.26	 5.61e-01	Simbad	132.81962815	+03.08869281
    1202	 686066363488497408	132.82008206	+22.23512991	 17.6634	  1.47	  0.47	 0.00e+00	Simbad	132.82008206	+22.23512991
    1203	 581109624908765184	132.82043533	+03.08873707	 16.3651	  1.65	 -1.64	 5.61e-01	Simbad	132.82043533	+03.08873707
    1204	 581106193226691328	132.84109640	+03.02852659	 16.9827	  0.77	 -1.35	 5.61e-01	Simbad	132.84109640	+03.02852659
    1205	1041370827288886272	132.87616771	+61.07938188	 12.2265	 -3.59	  0.29	 0.00e+00	Simbad	132.87616771	+61.07938188
    1206	1041331764562604928	132.88544774	+60.86714106	 12.1942	 -2.60	  0.51	 0.00e+00	Simbad	132.88544774	+60.86714106
    1207	 659920144486898944	132.89114697	+17.70669828	 18.2780	 -0.96	  0.42	 0.00e+00	Simbad	132.89114697	+17.70669828
    1208	 604924497006948736	132.90798114	+11.98031574	 12.5949	  1.85	  0.65	 1.46e-02	Simbad	132.90798114	+11.98031574
    1209	1041345817695595776	132.92330612	+60.97526883	 16.0133	 -1.02	  0.25	 0.00e+00	Simbad	132.92330612	+60.97526883
    1210	1043945230686054528	132.93081765	+63.53782403	 17.7683	 -2.38	  1.07	 0.00e+00	Simbad	132.93081765	+63.53782403
    1211	 660625171954182528	132.93261858	+18.99290809	 18.8708	 -0.37	  0.20	 0.00e+00	Simbad	132.93261858	+18.99290809
    1212	 659985535361160832	133.08419931	+18.37147331	 14.7156	  0.14	  0.09	 0.00e+00	Simbad	133.08419931	+18.37147331
    1213	 609857047904101248	133.12748748	+15.58292287	 12.0741	 -1.10	  0.04	 0.00e+00	Simbad	133.12748748	+15.58292287
    1214	 913877922859638144	133.15660377	+43.69968378	 16.9278	 -1.52	  0.53	 0.00e+00	Simbad	133.15660377	+43.69968378
    1215	 685747814353991296	133.15932760	+21.15501805	 15.8592	 -0.47	  0.31	 0.00e+00	Simbad	133.15932760	+21.15501805
    1216	 660678429548883968	133.16509047	+19.49122812	 17.8715	 -0.54	  0.19	 0.00e+00	Simbad	133.16509047	+19.49122812
    1217	5749932169540648704	133.17356537	-08.82296703	 15.3896	  0.44	 -2.00	 5.61e-01	Simbad	133.17356537	-08.82296703
    1218	5749933032829405952	133.17960700	-08.80661349	 14.8047	  0.90	 -2.13	 5.61e-01	Simbad	133.17960700	-08.80661349
    1219	 685748359813701248	133.20221197	+21.19735080	 17.6774	 -1.09	  0.43	 0.00e+00	Simbad	133.20221197	+21.19735080
    1220	 659980896796481792	133.21236192	+18.27863572	 15.3163	  2.52	  1.01	 0.00e+00	Simbad	133.21236192	+18.27863572
    1221	 611886230972558336	133.26808667	+17.74195674	 16.8367	  3.96	  0.31	 0.00e+00	Simbad	133.26808667	+17.74195674
    1222	 686199679273366144	133.29390968	+22.94497015	 16.6714	 -0.36	 -1.13	 0.00e+00	Simbad	133.29390968	+22.94497015
    1223	5749738556710323456	133.35279222	-09.60992393	 14.8200	  0.32	 -1.85	 5.61e-01	Simbad	133.35279222	-09.60992393
    1224	 712769034161567104	133.35773550	+31.95299527	 17.3199	 -0.77	  0.53	 0.00e+00	Simbad	133.35773550	+31.95299527
    1225	 611694572352053504	133.37746761	+16.98850316	  9.3623	 -0.04	 -0.77	 0.00e+00	Simbad	133.37746761	+16.98850316
    1226	 611689448454841600	133.38449359	+16.84626416	 18.6902	  1.09	 -0.01	 0.00e+00	Simbad	133.38449359	+16.84626416
    1227	 660862052286909312	133.38746085	+20.24820876	 16.9456	 -0.44	 -0.30	 0.00e+00	Simbad	133.38746085	+20.24820876
    1228	 611443230866052608	133.41551026	+16.22864433	 16.2944	  0.24	  0.35	 0.00e+00	Simbad	133.41551026	+16.22864433
    1229	 705393922479934208	133.42342374	+28.82764243	 17.1650	 -2.64	  0.56	 1.46e-02	Simbad	133.42342374	+28.82764243
    1230	1043869196881514880	133.44671847	+62.98919544	 14.3909	 -2.35	  0.49	 0.00e+00	Simbad	133.44671847	+62.98919544
    1231	1044574636670238720	133.45962439	+64.56675070	 17.2871	 -2.64	  0.55	 0.00e+00	Simbad	133.45962439	+64.56675070
    1232	3074829553211768576	133.47892977	+01.04249528	 18.3364	  0.90	 -0.55	 1.14e-01	Simbad	133.47892977	+01.04249528
    1233	 685803477130074240	133.48436095	+21.78160459	  9.1396	 -0.46	  0.22	 0.00e+00	Simbad	133.48436095	+21.78160459
    1234	 686120132182881664	133.48940924	+22.41668504	 12.8447	 -2.67	 -0.66	 0.00e+00	Simbad	133.48940924	+22.41668504
    1235	 689646132830625920	133.50980624	+23.82298911	 15.8385	  1.49	  0.59	 0.00e+00	Simbad	133.50980624	+23.82298911
    1236	 660348335542434048	133.52069273	+18.44744661	 18.0168	 -3.08	  0.55	 0.00e+00	Simbad	133.52069273	+18.44744661
    1237	 689740823973267456	133.52568822	+24.32444648	 17.7168	 -1.00	  0.17	 0.00e+00	Simbad	133.52568822	+24.32444648
    1238	1036989140309570816	133.54177353	+56.29282137	 15.4112	 -2.10	  0.52	 0.00e+00	Simbad	133.54177353	+56.29282137
    1239	 685806775664988928	133.61988645	+21.81829917	 18.2229	 -3.08	  0.32	 0.00e+00	Simbad	133.61988645	+21.81829917
    1240	 689627161958915328	133.65680317	+23.59795402	 18.2878	 -2.80	 -0.22	 0.00e+00	Simbad	133.65680317	+23.59795402
    1241	 685792688172260608	133.69044832	+21.69935371	 17.3132	 -0.23	  0.84	 0.00e+00	Simbad	133.69044832	+21.69935371
    1242	 660776595321126656	133.69558669	+19.78642521	 18.6842	  2.29	 -0.10	 0.00e+00	Simbad	133.69558669	+19.78642521
    1243	 684924555022699648	133.70027537	+20.80548042	 14.2114	  0.34	 -0.06	 0.00e+00	Simbad	133.70027537	+20.80548042
    1244	 660878991637884672	133.75917558	+20.39829781	 13.5243	 -2.45	  1.52	 1.46e-02	Simbad	133.75917558	+20.39829781
    1245	 605090768075846272	133.80012322	+12.72216811	 15.9932	  1.09	 -1.73	 5.61e-01	Simbad	133.80012322	+12.72216811
    1246	 692891891156502656	133.86464080	+27.79267613	 18.5556	  0.80	 -0.66	 5.61e-01	Simbad	133.86464080	+27.79267613
    1247	 610609831115899776	133.86655889	+15.69552398	 18.2578	 -1.17	 -0.38	 0.00e+00	Simbad	133.86655889	+15.69552398
    1248	 692484075421762432	133.89709649	+26.60005176	 14.9564	  0.29	  0.10	 0.00e+00	Simbad	133.89709649	+26.60005176
    1249	 660582913772038656	133.93165687	+19.62837758	 16.2153	 -0.01	  0.72	 0.00e+00	Simbad	133.93165687	+19.62837758
    1250	 686133811655064704	133.97430206	+22.49356295	 17.7102	  1.69	  0.59	 0.00e+00	Simbad	133.97430206	+22.49356295
    1251	 689662384986900352	134.02192996	+23.93755485	 16.3409	  0.63	  0.75	 0.00e+00	Simbad	134.02192996	+23.93755485
    1252	 713162315727097856	134.05888251	+33.43601114	 17.3801	  0.62	 -0.05	 0.00e+00	Simbad	134.05888251	+33.43601114
    1253	 705604410237046784	134.07742567	+30.12327725	 17.7739	 -3.03	  0.42	 1.14e-01	Simbad	134.07742567	+30.12327725
    1254	 660562126130388992	134.09469270	+19.42714847	 15.6660	 -0.05	  0.40	 0.00e+00	Simbad	134.09469270	+19.42714847
    1255	 711874547092598400	134.13737654	+31.06819223	 16.1339	 -3.27	  0.45	 1.14e-01	Simbad	134.13737654	+31.06819223
    1256	1042671863078419840	134.23410095	+61.07914868	 17.2641	 -1.85	  0.54	 0.00e+00	Simbad	134.23410095	+61.07914868
    1257	 685821481633377920	134.25568203	+21.58995980	 16.7086	 -1.05	 -0.25	 0.00e+00	Simbad	134.25568203	+21.58995980
    1258	 912818680844651392	134.35512278	+42.45644505	 18.1209	 -0.42	  0.03	 0.00e+00	Simbad	134.35512278	+42.45644505
    1259	 693283557814366208	134.50286572	+28.26080626	 15.2217	 -1.41	  0.43	 0.00e+00	Simbad	134.50286572	+28.26080626
    1260	1037156571018919296	134.50425668	+57.46627444	 17.6510	 -0.53	  0.25	 5.72e-04	Simbad	134.50425668	+57.46627444
    1261	 612270540350655616	134.66273215	+18.28652300	 11.4934	 -0.97	 -0.32	 0.00e+00	Simbad	134.66273215	+18.28652300
    1262	 610337873786504320	134.68025565	+15.23575559	 17.2478	  2.63	  0.73	 0.00e+00	Simbad	134.68025565	+15.23575559
    1263	 684621669633010176	134.72103490	+19.99200610	 18.3917	 -0.15	  1.26	 0.00e+00	Simbad	134.72103490	+19.99200610
    1264	 684988219321943936	134.81368304	+20.97817817	 17.6507	  2.02	 -0.34	 0.00e+00	Simbad	134.81368304	+20.97817817
    1265	 686255238970316160	134.81998996	+22.27833953	 16.8044	  0.57	 -0.15	 0.00e+00	Simbad	134.81998996	+22.27833953
